Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,CSRD_Impl
SHELLY GROUP SE,BL:ALD,SLYG.BB,1122016,2016,Equities,Sofia,Bulgaria,Euro,Electronic and Electrical Equipment,Shelly Group Securities,Active,1.0
SIPEF,B:SIP,SIFB.BR,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Food Producers,Sipef,Active,0.0
SOLVAC,B:SLVC,SOAC.BR,4041983,1983,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Solvac,Active,0.0
TCHAIKAPHARMA,BL:7TH,THQM.BB,21052015,2015,Equities,Sofia,Bulgaria,Euro,Pharmaceuticals and Biotechnology,Tchaikapharma,Active,1.0
TF1 (TV.FSE.1),F:TF1,TFFP.PA,2061988,1988,Equities,Euronext.liffe Paris,France,Euro,Media,TF1 (Television Francaise 1),Active,1.0
VETOQUINOL,F:VETO,VETO.PA,16112006,2006,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Vetoquinol,Active,1.0
VOYAGEURS DU MONDE,F:ALVE,ALVDM.PA,7072006,2006,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Voyageurs du Monde,Active,1.0
WAVESTONE,F:WAVE,WAVE.PA,8022000,2000,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Wavestone,Active,1.0
NYAB,W:NYAB,NYAB.ST,28062024,2024,Equities,Stockholm,Finland,Swedish Krona,Construction and Materials,Nyab,Active,1.0
ONCODESIGN PRECISION MEDICINE,F:ONPM,ALOPM.PA,5102022,2022,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Oncodesign Precision Medicine,Active,1.0
PET SERVICE HOLDING,F:PESH,ALPET.PA,1082023,2023,Equities,Euronext.liffe Paris,France,Euro,Retailers,Pet Service Holding,Active,1.0
ENRYS ISLAND S P A SOCIETA BENEFIT,O:EISP,EIOS.VI,21072023,2023,Equities,Vienna Stock Exchange,Austria,Euro,Investment Banking and Brokerage Services,Enrys Island Save Prosper A Societa Benefit,Active,0.0
FORTIS (B) AG,27959H,-,4112003,2003,Equities,Euronext.liffe Brussels,Belgium,Euro,Unclassified,Fortis (B) AG,Active,0.0
ING-GRAD D D,CR:IGD,HRIG.ZA,10032025,2025,Equities,Zagreb,Croatia,Euro,Construction and Materials,ING-Grad D D,Active,1.0
MFG INVEST AD SOFIA,BL:MIA,BGMFG.BB,6012023,2023,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,MFG Invest AD Sofia,Active,1.0
PAYSERA BULGARIA JSC,BL:PBJ,BGPAY.BB,16072024,2024,Equities,Sofia,Bulgaria,Euro,Industrial Support Services,Paysera Bulgaria JSC,Active,1.0
SOLOCAL CASH (DUMMY),2827N9,-,17072024,2024,Equities,Euronext.liffe Paris,France,Euro,Unclassified,Solocal Cash (Dummy),Active,1.0
VAZIVA,F:VAZI,ALVAZ.PA,9082022,2022,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Vaziva,Active,1.0
WORLDLINE CASH DUMMY,2948CR,-,17032026,2026,Equities,Euronext.liffe Paris,France,Euro,Unclassified,Worldline Cash Dummy,Active,1.0
ATOS CASH,2847DR,-,12112024,2024,Equities,Euronext.liffe Paris,France,Euro,Unclassified,Atos Cash,Active,1.0
RISING STONE N,F:RISN,ALRIS.PA,23022026,2026,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Rising Stone N,Active,1.0
7Q INVESTMENTS PUBLIC,CP:LI,LAIK.CY,15092000,2000,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,7Q Investments Public,Active,1.0
A J GREEN SHELL,CP:ROF,ROFOL.CY,26022018,2018,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,A J Green Shell,Active,1.0
AALBORG BOLDSPILKLUB,DK:AAB,AAB.CO,14091998,1998,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Media,Aalborg Boldspilklub,Active,1.0
AALLON GROUP,M:AALG,AALLON.HE,8042019,2019,Equities,Helsinki,Finland,Euro,Industrial Support Services,Aallon Group,Active,1.0
ABL DIAGNOSTICS,F:FAUV,ABLD.PA,19091990,1990,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,ABL Diagnostics,Active,1.0
ABO-GROUP ENVIRONMENT,B:ABO,ABO.BR,22082008,2008,Equities,Euronext.liffe Brussels,Belgium,Euro,Construction and Materials,ABO-Group Environment,Active,0.0
ACTEOS,F:DATA,DTNC.PA,4072000,2000,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Acteos,Active,1.0
ACTIA GROUP,F:ATI,ALATI.PA,4052000,2000,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Actia Group,Active,1.0
ACTIVIUM GROUP,F:MLCT,MLACT.EUA,14112012,2012,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Activium Group,Active,1.0
AD PLASTIK,CR:ADP,ADPL.ZA,17102005,2005,Equities,Zagreb,Croatia,Euro,Automobiles and Parts,AD Plastik,Active,1.0
ADMINISTER,M:ADM1,ADMIN.HE,17122021,2021,Equities,Helsinki,Finland,Euro,Industrial Support Services,Administer,Active,1.0
ADOMOS,F:ADOM,ALADO.PA,31072001,2001,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Adomos,Active,1.0
AELIS FARMA,F:AELF,AELIS.PA,18022022,2022,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Aelis Farma,Active,1.0
AEONIC SEC,CP:AEO,AEON.CY,30122015,2015,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,Aeonic SEC,Active,1.0
AFARAK GROUP A,M:AFAG,AFAGR.HE,15071996,1996,Equities,Helsinki,Finland,Euro,Industrial Metals and Mining,Afarak Group A,Active,1.0
AGF B,DK:ELB,AGFEb.CO,20051988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Travel and Leisure,AGF B,Active,1.0
AGP MALAGA SOCIMI,F:AGMS,MLAGP.EUA,13072020,2020,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Atlantic Gulf Pacific Malaga Socimi,Active,1.0
AGRIA GROUP HOLDING,BL:AGH,AGH.BB,11032008,2008,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Agria Group Holding,Active,1.0
AGRIPOWER,F:AGRI,ALAGP.PA,20112019,2019,Equities,Euronext.liffe Paris,France,Euro,Alternative Energy,Agripower,Active,1.0
AGROGENERATION,F:ALAG,ALAGR.PA,26022010,2010,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Agrogeneration,Active,1.0
AGROS DEVELOPMENT,CP:ADC,AGRO.CY,4021993,1993,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,Agros Development,Active,1.0
AKTIV PROPERTIES ADSITS PLOVDIV REIT,BL:AKT,AKTV.BB,22032006,2006,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Aktiv Properties Adsits Plovdiv REIT,Active,1.0
AKWEL,F:MGI,AKW.PA,23061994,1994,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Akwel,Active,1.0
ALANDSBANKEN A,M:ALB,ALBAV.HE,25031988,1988,Equities,Helsinki,Finland,Euro,Banks,Alandsbanken A,Active,1.0
ALTHEORA,F:ALEC,ALORA.PA,21091990,1990,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Altheora,Active,1.0
AMA CORPORATION,F:AMAC,ALAMA.PA,2072021,2021,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,AMA Corporation,Active,1.0
AMONRA ENERGY AD,BL:AEA,BGAMON.BB,22122025,2025,Equities,Sofia,Bulgaria,Euro,Electronic and Electrical Equipment,Amonra Energy AD,Active,1.0
ARCO REAL ESTATE,BL:ARE,BPD.BB,23022018,2018,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Arco Real Estate,Active,1.0
ARENA HOSPITALITY GROUP,CR:ARE,AREN.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Arena Hospitality Group,Active,1.0
ARTMARKET COM,F:ARTP,PRC.PA,20012000,2000,Equities,Euronext.liffe Paris,France,Euro,Media,Artmarket Com,Active,1.0
ARVERNE GROUP,F:TRAP,ARVEN.PA,22062021,2021,Equities,Euronext.liffe Paris,France,Euro,Electricity,Arverne Group,Active,1.0
AUDACIA,F:AUDA,ALAUD.PA,15102021,2021,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Audacia,Active,1.0
AUROORA GROUP,M:AURG,AUROORA.HE,2042026,2026,Equities,Helsinki,Finland,Euro,General Industrials,Auroora Group,Active,1.0
BANIMMO A,B:BANI,BANI.BR,25062007,2007,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Banimmo A,Active,0.0
BELYSSE GROUP,B:BALT,BELYS.BR,13062017,2017,Equities,Euronext.liffe Brussels,Belgium,Euro,Household Goods and Home Construction,Belysse Group,Active,0.0
BIODIT AD-SOFIA,BL:BAS,BDT.BB,22032022,2022,Equities,Sofia,Bulgaria,Euro,Electronic and Electrical Equipment,Biodit AD-Sofia,Active,1.0
BIOTALYS,B:BIOT,BTLS.BR,2072021,2021,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Biotalys,Active,0.0
BLACK OAK INVESTMENTS,CP:BOI,BLOAK.CY,26022024,2024,Equities,Cyprus,Cyprus,Euro,Open End and Miscellaneous Investment Vehicles,Black Oak Investments,Active,1.0
BODY ONE,F:BONE,MLONE.EUA,15102004,2004,Equities,Euronext.liffe Paris,France,Euro,Retailers,Body One,Active,1.0
BONDUELLE,F:BOND,BOND.PA,25061998,1998,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Bonduelle,Active,1.0
BOOSTHEAT,F:BOOP,ALBOO.PA,9102019,2019,Equities,Euronext.liffe Paris,France,Euro,Alternative Energy,Boostheat,Active,1.0
BOREO,M:YIE,BOREO.HE,30011995,1995,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Boreo,Active,1.0
BPG CLASS A,O:BPGR,BPGR.VI,24022017,2017,Equities,Vienna Stock Exchange,Austria,Euro,Open End and Miscellaneous Investment Vehicles,BPG Class A,Active,0.0
BULLAND INVESTMENTS REIT,BL:BLL,BGLAND.BB,9012008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Bulland Investments REIT,Active,1.0
BURGENLAND HOLDING,O:BURG,BHAV.VI,14051990,1990,Equities,Vienna Stock Exchange,Austria,Euro,Electricity,Burgenland Holding,Active,0.0
CAISSE REG CREDIT AGRIC MUT NORD FRANCE,F:CPD,CNDF.PA,28041995,1995,Equities,Euronext.liffe Paris,France,Euro,Banks,Caisse Registered Credit Agriculture Mutual Nord France,Active,1.0
CAPMAN DEBTS MANAGEMENT AD SOFIA,BL:CDM,BGCDM.BB,7122020,2020,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Capman Debts Management AD Sofia,Active,1.0
CARVOLIX,F:AFME,CVXC.PA,14062021,2021,Equities,Euronext.liffe Paris,France,Euro,Medical Equipment and Services,Carvolix,Active,1.0
CB BGN.AMER.CR.BK.,BL:CBB,BACB.BB,4042006,2006,Equities,Sofia,Bulgaria,Euro,Banks,CB Bulgarian American Credit Bank,Active,1.0
CHEOPS TECHNOLOGY,F:MLCH,MLCHE.EUA,20042007,2007,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Cheops Technology,Active,1.0
CIBOX INTERACTIVE,F:CIBO,ALCBX.PA,29051996,1996,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Cibox Interactive,Active,1.0
CITY PROPERTIES REIT,BL:CIT,BGCITP.BB,26052008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,City Properties REIT,Active,1.0
CLEAN LOGISTICS N,D:SD1,SD1n.H,23012015,2015,Equities,Hamburg,France,Euro,"Oil, Gas and Coal",Clean Logistics N,Active,1.0
CMG CLEANTECH,F:MLCG,MLCMG.EUA,25112015,2015,Equities,Euronext.liffe Paris,France,Euro,Industrial Metals and Mining,CMG Cleantech,Active,1.0
COFIN.DE L AFR.DE L OUEST AFCN.,F:CFOA,CFOA.PA,20081993,1993,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Cofin de L Afrique de L Ouest Afcn,Active,1.0
COLUMBUS,DK:CIP,COLUM.CO,18051998,1998,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,Columbus,Active,1.0
COMPONENTA,M:CTH,CTH1V.HE,19032001,2001,Equities,Helsinki,Finland,Euro,Industrial Metals and Mining,Componenta,Active,1.0
CONSTANTINOU BROS HTLS. PUBLIC,CP:CBH,CBRH.CY,5062000,2000,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,Constantinou Brothers Hotels Public,Active,1.0
CONSTI,M:CONS,CONSTI.HE,11122015,2015,Equities,Helsinki,Finland,Euro,Industrial Support Services,Consti,Active,1.0
CR.AGRICOLE MORBIHAN,F:CAMO,CMO.PA,18091990,1990,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Morbihan,Active,1.0
CREDIT AGR.TOULOUSE,F:CAT3,CAT31.PA,5101992,1992,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Toulouse,Active,1.0
CYPRUS FOR.INDS.,CP:CFI,FORS.CY,17121992,1992,Equities,Cyprus,Cyprus,Euro,Construction and Materials,Cyprus Forest Industries,Active,1.0
DALEKOVOD D D,CR:DLK,DLKV.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Construction and Materials,Dalekovod D D,Active,1.0
DAMARTEX,F:ALDA,ALDAR.PA,2072002,2002,Equities,Euronext.liffe Paris,France,Euro,Retailers,Damartex,Active,1.0
DELTA PLUS GROUP,F:DLTA,ALDLT.PA,1071999,1999,Equities,Euronext.liffe Paris,France,Euro,Personal Goods,Delta Plus Group,Active,1.0
DEVERNOIS,F:ALDE,ALDEV.PA,10081988,1988,Equities,Euronext.liffe Paris,France,Euro,Personal Goods,Devernois,Active,1.0
DIGITAL WORKFORCE SERVICES,M:DIWS,DWFS.HE,3122021,2021,Equities,Helsinki,Finland,Euro,Software and Computer Services,Digital Workforce Services,Active,1.0
DJURSLANDS BANK,DK:DJU,DJUR.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Djurslands Bank,Active,1.0
DOBRUDZHA HOLDING,BL:DOB,DOBH.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Dobrudzha Holding,Active,1.0
ELECTRICITE ET EAUX DE MADAGASCAR,F:VI,EEMA.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Electricite et Eaux de Madagascar,Active,1.0
ELEVEN CAPITAL,BL:ELC,BG11C.BB,22042020,2020,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Eleven Capital,Active,1.0
ELHIM ISKRA,BL:ELH,ELHM.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,"Personal Care, Drug and Grocery Stores",Elhim Iskra,Active,1.0
EMIRATES PROPERTIES REIT,BL:ZPI,BGEMPR.BB,16122008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Emirates Properties REIT,Active,1.0
EMKA,BL:EMK,EMKA.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Electronic and Electrical Equipment,Emka,Active,1.0
ENERGETICS AND ENERGY SAVINGS FUND REIT,BL:ENG,FEEI.BB,5012009,2009,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Energetics and Energy Savings Fund REIT,Active,1.0
ENERGISME,F:ENER,ALNRG.PA,22072020,2020,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Energisme,Active,1.0
ENNOGIE SOLAR GROUP,DK:SCD,ENSG.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Alternative Energy,Ennogie Solar Group,Active,1.0
ETEX,B:ETEX,BE0941244536.BR,9122014,2014,Equities,Euronext.liffe Brussels,Belgium,Euro,Construction and Materials,Etex,Active,0.0
EUROPACORP,F:ECP,ALECP.PA,4072007,2007,Equities,Euronext.liffe Paris,France,Euro,Media,Europacorp,Active,1.0
EUROTERRA BULGARIA,BL:EUR,EUTR.BB,8122006,2006,Equities,Sofia,Bulgaria,Euro,Real Estate Investment and Services,Euroterra Bulgaria,Active,1.0
EVLI B,M:EVL1,EVLI.HE,4042022,2022,Equities,Helsinki,Finland,Euro,Investment Banking and Brokerage Services,Evli B,Active,1.0
EXACOMPTA,F:EXAC,ALEXA.PA,9111993,1993,Equities,Euronext.liffe Paris,France,Euro,Industrial Materials,Exacompta,Active,1.0
FAIRPLAY PROPERTIES REIT,BL:FAP,BGFPP.BB,26032008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Fairplay Properties REIT,Active,1.0
FILL UP MEDIA,F:FIUM,ALFUM.PA,29062022,2022,Equities,Euronext.liffe Paris,France,Euro,Media,Fill Up Media,Active,1.0
FIXED ZONE A S,CZ:FZA,FIXED.PR,8112021,2021,Equities,Prague,Czech Republic,Czech Koruna,Leisure Goods,Fixed Zone A S,Active,1.0
FLORENTAISE,F:FLOR,ALFLO.PA,12042023,2023,Equities,Euronext.liffe Paris,France,Euro,Chemicals,Florentaise,Active,1.0
FLOWSPARKS,B:UIL,FLSP.EUB,23082006,2006,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Support Services,Flowsparks,Active,0.0
FLUGGER GROUP B,DK:FLU,FLUGb.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,General Industrials,Flugger Group B,Active,1.0
FLUXYS BELGIUM 'D',B:FLUX,FLUX.BR,17061996,1996,Equities,Euronext.liffe Brussels,Belgium,Euro,"Oil, Gas and Coal",Fluxys Belgium 'D',Active,0.0
FOEROYA BANKI,DK:BNO,FOBANK.CO,21062007,2007,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Foeroya Banki,Active,1.0
FORSEE POWER,F:FORP,ALFOR.PA,3112021,2021,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Forsee Power,Active,1.0
FORUCOM REAL ESTATE FUND ADSITS HASKOVO REIT,BL:FRH,BGFFI.BB,24042007,2007,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Forucom Real Estate Fund Adsits Haskovo REIT,Active,1.0
FOUNTAIN,B:FOU,FOU.BR,28041999,1999,Equities,Euronext.liffe Brussels,Belgium,Euro,Beverages,Fountain,Active,0.0
FRANCE TOURISME,F:MLFT,MLFTI.EUA,18112009,2009,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,France Tourisme,Active,1.0
FRANCK DEVILLE,F:MLFD,MLFDV.EUA,17112014,2014,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Franck Deville,Active,1.0
FRONTARICO,CP:FRO,FRON3.CY,19032024,2024,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,Frontarico,Active,1.0
FUND ESTATES REIT,BL:BMR,FUES.BB,23012008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Fund Estates REIT,Active,1.0
GECI INTERNATIONAL,F:GECI,ALGEC.PA,8032001,2001,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Geci International,Active,1.0
GENOWAY,F:ALGN,ALGEN.PA,4052007,2007,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Genoway,Active,1.0
GERARD PERRIER,F:PERR,GPIF.PA,10091996,1996,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Gerard Perrier,Active,1.0
GPE GROUPE PIZZORNO,F:GPE,GPEP.PA,8072005,2005,Equities,Euronext.liffe Paris,France,Euro,Waste and Disposal Services,GPE Groupe Pizzorno,Active,1.0
GRANOLIO DD,CR:GRN,GRNL.ZA,26032015,2015,Equities,Zagreb,Croatia,Euro,Food Producers,Granolio DD,Active,1.0
GROUPE CARNIVOR,F:CARN,KRNI.EUA,4072000,2000,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",Groupe Carnivor,Active,1.0
GROUPE GUILLIN,F:ALGI,ALGIL.PA,21091990,1990,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Groupe Guillin,Active,1.0
GROUPE PARTOUCHE,F:PARP,PARP.PA,29031995,1995,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Groupe Partouche,Active,1.0
GUILLEMOT,F:GUIC,GTCN.PA,26111998,1998,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Guillemot,Active,1.0
GURKTALER S,O:GAGS,GAGS.VI,11022013,2013,Equities,Vienna Stock Exchange,Austria,Euro,Beverages,Gurktaler S,Active,0.0
HENAN WANDI MINERALS PUBLIC COMPANY,CP:HWM,HENAN.CY,17012022,2022,Equities,Cyprus,Cyprus,Euro,Industrial Metals and Mining,Henan Wandi Minerals Public Company,Active,1.0
HF COMPANY,F:HFC,ALHF.PA,14101997,1997,Equities,Euronext.liffe Paris,France,Euro,Telecommunications Equipment,HF Company,Active,1.0
HOLDING CENTER,BL:HOL,HCEN.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Holding Center,Active,1.0
HOLDING VARNA A,BL:HOD,HVAR.BB,18122003,2003,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Holding Varna A,Active,1.0
HOPENING,F:MLOP,MLHPE.EUA,31032006,2006,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Hopening,Active,1.0
HYDRAULIQUE HOLDING,F:HYD,HYPB.EUA,13091996,1996,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Hydraulique Holding,Active,1.0
HYDROGENE DE FRANCE,F:HDF,HDF.PA,24062021,2021,Equities,Euronext.liffe Paris,France,Euro,Electricity,Hydrogene de France,Active,1.0
IEP INVEST,B:IEP,IEP.BR,15031999,1999,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,IEP Invest,Active,0.0
IMBAKIN HOLDING,9442TM,BE6264882406.BR,26052015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Imbakin Holding,Active,0.0
IMMERSION,F:ALIR,ALIMR.PA,4012016,2016,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Immersion,Active,1.0
IMMO MECHELEN CITY CENTER,B:MCC,MCCc.BR,4122015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Immo Mechelen City Center,Active,0.0
IMMOB.PARIS DE LA PERLE LIMITED DATA,F:IPP,IPPP.EUA,19121995,1995,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Immobiliere Paris de La Perle Limited Data,Active,1.0
IMPERIJAL,CR:IMP,HIMR.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Imperijal,Active,1.0
INDERES,M:INDE,INDERES.HE,11102021,2021,Equities,Helsinki,Finland,Euro,Finance and Credit Services,Inderes,Active,1.0
INDUSTRIAL FUND,BL:INU,BGINDF.BB,24042009,2009,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Industrial Fund,Active,1.0
INTEGRITAS VIAGER,F:INTV,MLVIE.EUA,28122021,2021,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Integritas Viager,Active,1.0
INTRASENSE,F:ALNQ,ALINS.PA,15022012,2012,Equities,Euronext.liffe Paris,France,Euro,Medical Equipment and Services,Intrasense,Active,1.0
INVESTORS HOUSE,M:INVE,INVEST.HE,8071994,1994,Equities,Helsinki,Finland,Euro,Real Estate Investment and Services,Investors House,Active,1.0
IT LINK,F:ITK,ALITL.PA,6051999,1999,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,IT Link,Active,1.0
ITALY INNOVAZIONI,F:ITAI,MLITN.EUA,1022019,2019,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Italy Innovazioni,Active,1.0
IVP.IN PROPS.REIT,BL:COS,INPR.BB,25052006,2006,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,IVP in Properties REIT,Active,1.0
JADRAN TVORNIKA,CR:JRT,JDTC.ZA,1112010,2010,Equities,Zagreb,Croatia,Euro,Personal Goods,Jadran Tvornika,Active,1.0
K & G COMPLEX,CP:KG,KG.CY,17121992,1992,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,K&G Complex,Active,1.0
K KYTHREOTIS HOLDINGS,CP:KYT,KYTH.CY,15042002,2002,Equities,Cyprus,Cyprus,Euro,Construction and Materials,K Kythreotis Holdings,Active,1.0
KABELWERK EUPEN,B:KABE,BE0049482129.BR,16062015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Construction and Materials,Kabelwerk Eupen,Active,0.0
KEYRUS,F:KEYR,ALKEY.PA,18072000,2000,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Keyrus,Active,1.0
KEYWARE TECHS.,B:KEYW,KEYW.BR,3092003,2003,Equities,Euronext.liffe Brussels,Belgium,Euro,Software and Computer Services,Keyware Technologies,Active,0.0
KREATE GROUP,M:KREG,KREATE.HE,19022021,2021,Equities,Helsinki,Finland,Euro,Construction and Materials,Kreate Group,Active,1.0
LAMOR CORPORATION,M:LAMC,LAMOR.HE,8122021,2021,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Lamor Corporation,Active,1.0
LANITIS GOLF PUBLIC CO,CP:LAG,LAGLF.CY,20012015,2015,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,Lanitis Golf Public Company,Active,1.0
LANSON-BCC,F:LAN,ALLAN.PA,6121996,1996,Equities,Euronext.liffe Paris,France,Euro,Beverages,Lanson-BCC,Active,1.0
LAYSTER INVESTMENTS,CP:LAI,LAY.CY,25102019,2019,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,Layster Investments,Active,1.0
LES CONSTRUCTEURS DU BOIS,F:LCDB,MLLCB.EUA,19102020,2020,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Les Constructeurs du Bois,Active,1.0
LHYFE PROMESSES,F:LHYE,LHYFE.PA,23052022,2022,Equities,Euronext.liffe Paris,France,Euro,Alternative Energy,Lhyfe Promesses,Active,1.0
LIBURNIA RIVIERA H,CR:LRH,LRHR.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Liburnia Riviera H,Active,1.0
LNA SANTE,F:LNAP,LNA.PA,6062006,2006,Equities,Euronext.liffe Paris,France,Euro,Health Care Providers,LNA Sante,Active,1.0
LOCASYSTEM INTL.,F:LCSI,LOCA.EUA,29012003,2003,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Locasystem International,Active,1.0
LORDOS UNITED PLUBIC,CP:LPL,LRPL.CY,15052001,2001,Equities,Cyprus,Cyprus,Euro,Chemicals,Lordos United Plubic,Active,1.0
LOUIS,CP:LUI,LUI.CY,3081999,1999,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,Louis,Active,1.0
M&T 1997 A S,CZ:MTA,KLIKY.PR,27062022,2022,Equities,Prague,Czech Republic,Czech Koruna,Household Goods and Home Construction,M&T 1997 A S,Active,1.0
M+S HYDRAULIC,BL:MSH,MSH.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Industrial Engineering,M + S Hydraulic,Active,1.0
