Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,CSRD_Impl
MAGEAN HOLDING,CP:MAH,MHB.CY,5022019,2019,Equities,Cyprus,Cyprus,Euro,Food Producers,Magean Holding,Active,1.0
MAGILLEM DESIGN SERVICES,F:MLMG,MLMGL.EUA,27112009,2009,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Magillem Design Services,Active,1.0
MARE NOSTRUM,F:MARN,ALMAR.PA,4122019,2019,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Mare Nostrum,Active,1.0
MARK2 CORPORATION INVESTMENT SE,CZ:MCI,M2C.PR,20062025,2025,Equities,Prague,Czech Republic,Czech Koruna,Industrial Support Services,MARK2 Corporation Investment Securities,Active,1.0
MATERIALISE,B:MATE,MTLS.BR,20112025,2025,Equities,Euronext.liffe Brussels,Belgium,Euro,Software and Computer Services,Materialise,Active,0.0
MAZARO,B:MAZA,MLMAZ.EUB,9032022,2022,Equities,Euronext.liffe Brussels,Belgium,Euro,Automobiles and Parts,Mazaro,Active,0.0
MBWS,F:MBWS,MBWS.PA,28011997,1997,Equities,Euronext.liffe Paris,France,Euro,Beverages,MBWS,Active,1.0
MDUNDO COM,DK:MDC,MDUNDO.CO,4092020,2020,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,Mdundo Com,Active,1.0
MEBELSYSTEM,BL:MEE,BGMSYS.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Household Goods and Home Construction,Mebelsystem,Active,1.0
MERUS POWER,M:MERP,MERUS.HE,8062021,2021,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Merus Power,Active,1.0
METALEN GALLER,B:META,BE0038785821.BR,20102015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Retailers,Metalen Galler,Active,0.0
METIZI,BL:MTA,METZ.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Industrial Metals and Mining,Metizi,Active,1.0
MHV MEDITERRANEAN HOSPITALITY VENTURE,CP:MMH,MHV.CY,17102023,2023,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,MHV Mediterranean Hospitality Venture,Active,1.0
MINERVA INSURANCE CO.,CP:MII,MINV.CY,14011998,1998,Equities,Cyprus,Cyprus,Euro,Non-life Insurance,Minerva Insurance Company,Active,1.0
MMCITE A S,CZ:MMC,MMCTE.PR,1082023,2023,Equities,Prague,Czech Republic,Czech Koruna,Construction and Materials,Mmcite A S,Active,1.0
MOVINN,DK:MOV,MOVINN.CO,4112021,2021,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Real Estate Investment and Services,Movinn,Active,1.0
MR BRICOLAGE,F:MRBR,ALMRB.PA,3052000,2000,Equities,Euronext.liffe Paris,France,Euro,Retailers,MR Bricolage,Active,1.0
MT HOEJGAARD HOLDING,DK:HOB,MTHH.CO,23111988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Mount Hoejgaard Holding,Active,1.0
NAM R,F:NAMR,ALNMR.PA,15062021,2021,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Nam R,Active,1.0
NANOFORM FINLAND,M:NANF,NANOFH.HE,4062020,2020,Equities,Helsinki,Finland,Euro,Pharmaceuticals and Biotechnology,Nanoform Finland,Active,1.0
NASH DOM BULGARY,BL:NAS,HDOM.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Food Producers,Nash Dom Bulgary,Active,1.0
NETMEDIA GROUP,F:ALSE,ALNMG.PA,27051999,1999,Equities,Euronext.liffe Paris,France,Euro,Media,Netmedia Group,Active,1.0
NURMINEN LOGISTICS,M:NLG,NLG1V.HE,11071994,1994,Equities,Helsinki,Finland,Euro,Industrial Transportation,Nurminen Logistics,Active,1.0
OCTOPUS BIOSAFETY,F:MLOC,MLOCT.EUA,14032018,2018,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Octopus Biosafety,Active,1.0
ODESSOS SHIPREPAIR YARD VARNA,BL:ODE,ODES.BB,28051998,1998,Equities,Sofia,Bulgaria,Euro,Industrial Transportation,Odessos Shiprepair Yard Varna,Active,1.0
OIL & GAZ EXP.& PRDN.EAD,BL:OGE,NGAZ.BB,11082003,2003,Equities,Sofia,Bulgaria,Euro,"Oil, Gas and Coal",Oil and Gaz Exploration and Production EAD,Active,1.0
OPTIMCO,8700VG,BE0942448938.BR,20102015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Non-life Insurance,Optimco,Active,0.0
OPTION,B:OPTI,OPIN.BR,6082003,2003,Equities,Euronext.liffe Brussels,Belgium,Euro,Telecommunications Equipment,Option,Active,0.0
OREGE,F:OREG,OREGE.PA,28042008,2008,Equities,Euronext.liffe Paris,France,Euro,Waste and Disposal Services,Orege,Active,1.0
ORGTEHNICA,BL:ORA,ORGT.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Electronic and Electrical Equipment,Orgtehnica,Active,1.0
PANDORA INVS.,CP:PAD,PND.CY,4092000,2000,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,Pandora Investments,Active,1.0
PANOSTAJA,M:PAN,PNA1V.HE,14091994,1994,Equities,Helsinki,Finland,Euro,Investment Banking and Brokerage Services,Panostaja,Active,1.0
PATRIMOINE ET COMMERCE,F:PATE,PATC.PA,2031998,1998,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Patrimoine et Commerce,Active,1.0
PAULIC MEUNERIE,F:PAUM,ALPAU.PA,18022020,2020,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Paulic Meunerie,Active,1.0
PHILOKTIMATIKI,CP:PEL,PHTK.CY,14121995,1995,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,Philoktimatiki,Active,1.0
PISCINES DESJOYAUX,F:ALPD,ALPDX.PA,4031993,1993,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Piscines Desjoyaux,Active,1.0
PLANT ADVANCED TECHS.,F:ALPA,ALPAT.PA,31072009,2009,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Plant Advanced Technologies,Active,1.0
PODRAVASKA BANKA,CR:PDR,PDBA.ZA,19032007,2007,Equities,Zagreb,Croatia,Euro,Banks,Podravaska Banka,Active,1.0
POUJOULAT,F:ALPJ,ALPJT.PA,10041992,1992,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Poujoulat,Active,1.0
PRECIA,F:PREC,ALPM.PA,2061988,1988,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Precia,Active,1.0
PREMIER FUND ADSITS VARNA REIT,BL:PFR,BGPREM.BB,24042009,2009,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Premier Fund Adsits Varna REIT,Active,1.0
PRISMAFLEX INTERNATIONAL,F:RIGI,ALPRI.PA,10031999,1999,Equities,Euronext.liffe Paris,France,Euro,Media,Prismaflex International,Active,1.0
PRODWAYS GROUP,F:PWG,ALPWG.PA,11052017,2017,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Prodways Group,Active,1.0
PROFESSIO ENERGIA,CR:PRE,DLPR.ZA,2032020,2020,Equities,Zagreb,Croatia,Euro,Electricity,Professio Energia,Active,1.0
REAL ESTATE SOFIA REIT,BL:NIS,NIS.BB,22122008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Real Estate Sofia REIT,Active,1.0
RIANESON INVESTMENTS,CP:RII,RNS.CY,2102023,2023,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,Rianeson Investments,Active,1.0
RIBER,F:RIBE,ALRIB.PA,23052000,2000,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Riber,Active,1.0
ROBIN ENERGY,@RBNE,RBNE.O,11042025,2025,Equities,NASDAQ,Cyprus,United States Dollar,Industrial Transportation,Robin Energy,Active,1.0
ROCHE BOBOIS,F:ROBO,RBO.PA,9072018,2018,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Roche Bobois,Active,1.0
ROCTOOL,F:ALRO,ALROC.PA,24032008,2008,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Roctool,Active,1.0
RODOPSKA SLAVA,BL:ROP,RDSL.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Personal Goods,Rodopska Slava,Active,1.0
ROI PROPERTY REIT,BL:RPF,RPF.BB,7082008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,ROI Property REIT,Active,1.0
ROLANDOS ENTERPRISES,CP:ROL,ROLS.CY,3112000,2000,Equities,Cyprus,Cyprus,Euro,Industrial Support Services,Rolandos Enterprises,Active,1.0
RWT AG,O:RWTA,RWTA.VI,4122023,2023,Equities,Vienna Stock Exchange,Austria,Euro,Automobiles and Parts,RWT AG,Active,0.0
SAINT JEAN GROUPE,F:SAB,SABL.PA,21091990,1990,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Saint Jean Groupe,Active,1.0
SCANDINAVIAN INVESTMENT GROUP B,DK:DLH,SIGR.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Real Estate Investment and Services,Scandinavian Investment Group B,Active,1.0
SCHREDER,B:SCHR,BE0059682279.BR,27092022,2022,Equities,Euronext.liffe Brussels,Belgium,Euro,Electronic and Electrical Equipment,Schreder,Active,0.0
SCIENTIA SCHOOL,F:SCIS,MLSCI.EUA,1102021,2021,Equities,Euronext.liffe Paris,France,Euro,Consumer Services,Scientia School,Active,1.0
SCR- SIBELCO,B:SCRS,BE0944264663.BR,9122014,2014,Equities,Euronext.liffe Brussels,Belgium,Euro,Construction and Materials,SCR- Sibelco,Active,0.0
SEMPERIT,O:SEMP,SMPV.VI,1011973,1973,Equities,Vienna Stock Exchange,Austria,Euro,General Industrials,Semperit,Active,0.0
SEVER HOLDING,BL:SHV,SEVH.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Sever Holding,Active,1.0
SHUMEN-BT,BL:SHU,SHTB.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Tobacco,Shumen-BT,Active,1.0
SKJERN BANK,DK:SKJ,SKJE.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Skjern Bank,Active,1.0
SLANCHEV BRQG HO,BL:SBH,HSLB.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Travel and Leisure,Slanchev BRQG Ho,Active,1.0
SLANCHEV BRYAG,BL:SLB,BGSLB.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Travel and Leisure,Slanchev Bryag,Active,1.0
SOLTEQ,M:SOL,SOLTEQ.HE,6091999,1999,Equities,Helsinki,Finland,Euro,Software and Computer Services,Solteq,Active,1.0
SOPHARMA BUILDINGS REIT,BL:4OX,BGSFB.BB,26062008,2008,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Sopharma Buildings REIT,Active,1.0
SPAN,CR:SPA,SPAN.ZA,23092021,2021,Equities,Zagreb,Croatia,Euro,Industrial Support Services,Span,Active,1.0
SPINEWAY,F:ALSP,ALSPW.PA,12022013,2013,Equities,Euronext.liffe Paris,France,Euro,Medical Equipment and Services,Spineway,Active,1.0
SQUARE CUBE PROPERTIES AD SOFIA,BL:SCP,SQC.BB,15022021,2021,Equities,Sofia,Bulgaria,Euro,Construction and Materials,Square Cube Properties AD Sofia,Active,1.0
ST DUPONT,F:DPT,DPTP.PA,10121996,1996,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",Saint Dupont,Active,1.0
STEYR MOTORS,D:4X0,4X0.F,30102024,2024,Equities,Deutsche Boerse AG,Austria,Euro,Industrial Engineering,Steyr Motors,Active,0.0
SWISS PROPERTIES INVEST,DK:SWP,SWISS.CO,14072022,2022,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Real Estate Investment and Services,Swiss Properties Invest,Active,1.0
TALENOM,M:TNOM,TNOM.HE,11062015,2015,Equities,Helsinki,Finland,Euro,Industrial Support Services,Talenom,Active,1.0
TBSO,F:TANY,TBSO.PA,24091990,1990,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Tbso,Active,1.0
TEC MARITSA 3,BL:TEC,MR3.BB,21012008,2008,Equities,Sofia,Bulgaria,Euro,Electricity,Tec Maritsa 3,Active,1.0
TELEVISTA,F:MLVS,MLVST.EUA,26072007,2007,Equities,Euronext.liffe Paris,France,Euro,Telecommunications Service Providers,Televista,Active,1.0
TERRA FIRMA,CR:TRF,TRFM.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Real Estate Investment and Services,Terra Firma,Active,1.0
TEXIM BANK,BL:5CP,TXIM.BB,10062013,2013,Equities,Sofia,Bulgaria,Euro,Banks,Texim Bank,Active,1.0
TFF GROUP,F:TFF,TFF.PA,27011999,1999,Equities,Euronext.liffe Paris,France,Euro,General Industrials,TFF Group,Active,1.0
TK-HOLD,BL:TRU,BGTCH.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,TK-Hold,Active,1.0
TRAKIISKO PIVO,BL:TRA,TRPV.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Food Producers,Trakiisko Pivo,Active,1.0
TRANSGENE,F:TNG,TRNG.PA,26031998,1998,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Transgene,Active,1.0
TRANSSTROY-BURGAS,BL:TRS,TSBS.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Construction and Materials,Transstroy-Burgas,Active,1.0
TSBA ASSET MANAGEMENT,BL:CBM,BGCBAM.BB,23012008,2008,Equities,Sofia,Bulgaria,Euro,"Personal Care, Drug and Grocery Stores",Tsba Asset Management,Active,1.0
U10,F:UDIS,ALU10.PA,1121999,1999,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,U10,Active,1.0
UNITI,F:MLUT,ALUNT.PA,19052015,2015,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Uniti,Active,1.0
VALNEVA,F:VLA,VLS.PA,27062007,2007,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Valneva,Active,1.0
VAS AG,O:VASA,VAS.VI,12122022,2022,Equities,Vienna Stock Exchange,Austria,Euro,Industrial Engineering,VAS AG,Active,0.0
VASSILICO CEMENT WORKS,CP:CVW,VCW.CY,14121992,1992,Equities,Cyprus,Cyprus,Euro,Construction and Materials,Vassilico Cement Works,Active,1.0
VELBAZHD,BL:VEL,VELB.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Personal Goods,Velbazhd,Active,1.0
VIALIFE,F:ALVI,ALVIA.PA,9052006,2006,Equities,Euronext.liffe Paris,France,Euro,Retailers,Vialife,Active,1.0
VINCIT,M:VTGP,VINCIT.HE,17102016,2016,Equities,Helsinki,Finland,Euro,Software and Computer Services,Vincit,Active,1.0
VINPAI,F:VINP,ALVIN.PA,19072023,2023,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Vinpai,Active,1.0
VIROGATES,DK:VIS,VIROG.CO,26062018,2018,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Medical Equipment and Services,Virogates,Active,1.0
VITURA REIT,F:CGRL,CGR.PA,28032006,2006,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Vitura REIT,Active,1.0
VODOPRIVREDA ZAGREB,CR:VDZ,VDZG.ZA,2032020,2020,Equities,Zagreb,Croatia,Euro,"Gas, Water and Multi-utilities",Vodoprivreda Zagreb,Active,1.0
VOLKSVERMOGEN,B:VOLK,BE0947790037.BR,10032015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Volksvermogen,Active,0.0
WAREHOUSES ESTATES BELGIUM,B:WRH,WARB.BR,30091998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Warehouses Estates Belgium,Active,0.0
WEB MEDIA GROUP,BL:WEB,BGWMG.BB,3042006,2006,Equities,Sofia,Bulgaria,Euro,Software and Computer Services,Web Media Group,Active,1.0
WEBIT INVESTMENT NETWORK,BL:WIN,BGWIN.BB,28062022,2022,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Webit Investment Network,Active,1.0
WEYA,F:MLWY,MLWEY.EUA,16102009,2009,Equities,Euronext.liffe Paris,France,Euro,Alternative Energy,Weya,Active,1.0
WINFARM,F:WINF,ALWF.PA,9122020,2020,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Winfarm,Active,1.0
WITTED MEGACORP,M:WITM,WITTED.HE,13052022,2022,Equities,Helsinki,Finland,Euro,Software and Computer Services,Witted Megacorp,Active,1.0
XILAM ANIMATION,F:XIL,ALXIL.PA,6022002,2002,Equities,Euronext.liffe Paris,France,Euro,Media,Xilam Animation,Active,1.0
YUTEX HOLDING,BL:YUT,UTXH.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Yutex Holding,Active,1.0
ZCCM INVESTMENTS HDG.,F:ZCCM,ZCCM.EUA,29121998,1998,Equities,Euronext.liffe Paris,France,Euro,Industrial Metals and Mining,ZCCM Investments Holdings,Active,1.0
ZENOBE GRAMME CERT,B:ZEN,ZENG.BR,1122003,2003,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Zenobe Gramme Certificate,Active,0.0
ZITNJAK,CR:ZTN,-,23022007,2007,Equities,Zagreb,Croatia,Euro,Food Producers,Zitnjak,Active,1.0
235 HOLDINGS EAD,BL:235,235H.BB,29082018,2018,Equities,Sofia,Bulgaria,Euro,Real Estate Investment and Services,235 Holdings EAD,Active,1.0
A TSOKKOS HOTELS,CP:TSH,TSH.CY,1112000,2000,Equities,Cyprus,Cyprus,Euro,Travel and Leisure,A Tsokkos Hotels,Active,1.0
AB SCIENCE,F:AB,ABS.PA,20042010,2010,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,AB Science,Active,1.0
ABATTOIR,B:ABAT,BE0946377455.BR,18062024,2024,Equities,Euronext.liffe Brussels,Belgium,Euro,"Personal Care, Drug and Grocery Stores",Abattoir,Active,0.0
ABEO,F:ABEO,ABEO.PA,10102016,2016,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Abeo,Active,1.0
ABIONYX PHARMA,F:CERE,ABNX.PA,27032015,2015,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Abionyx Pharma,Active,1.0
ACANTHE DVPPT.,F:ACAN,CFMP.PA,19091990,1990,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Acanthe Développement,Active,1.0
ACHETER-LOUER FR,F:ALAL,ALALO.PA,19072007,2007,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Acheter-Louer FR,Active,1.0
ADC.CROATIA INTL.CLUB,CR:ACI,ACIR.ZA,1022008,2008,Equities,Zagreb,Croatia,Euro,Industrial Transportation,ADC Croatia International Club,Active,1.0
ADEUNIS,F:ALAR,ALARF.PA,13102017,2017,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Adeunis,Active,1.0
ADUX,F:ADUX,ALDUX.PA,6062000,2000,Equities,Euronext.liffe Paris,France,Euro,Media,Adux,Active,1.0
ADVANCE EQUITY HOLDING AD,BL:ADA,ADVE.BB,17122007,2007,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Advance Equity Holding AD,Active,1.0
ADVANCE TERRAFUND REIT,BL:ATR,ATER.BB,31072006,2006,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Advance Terrafund REIT,Active,1.0
ADVICENNE,F:ADVC,ALDVI.PA,5122017,2017,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Advicenne,Active,1.0
ADVINI,F:ADVI,ALAVI.PA,7071994,1994,Equities,Euronext.liffe Paris,France,Euro,Beverages,Advini,Active,1.0
AFYREN,F:AFYR,ALAFY.PA,1102021,2021,Equities,Euronext.liffe Paris,France,Euro,Chemicals,Afyren,Active,1.0
AG3I,F:MLAG,MLAGI.EUA,18122014,2014,Equities,Euronext.liffe Paris,France,Euro,Consumer Services,AG3I,Active,1.0
AGAT EJENDOMME,DK:TKD,AGATE.CO,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Real Estate Investment and Services,Agat Ejendomme,Active,1.0
AGFA-GEVAERT,B:AGF,AGFB.BR,31051999,1999,Equities,Euronext.liffe Brussels,Belgium,Euro,Medical Equipment and Services,AGFA-Gevaert,Active,0.0
AGILLIC,DK:AGI,AGILC.CO,22032018,2018,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,Agillic,Active,1.0
ALAN ALLMAN ASSOCIATES,F:TRAN,AAA.PA,26091990,1990,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Alan Allman Associates,Active,1.0
ALBENA,BL:ALN,BGALB.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Travel and Leisure,Albena,Active,1.0
ALCOMET,BL:ALC,ALCM.BB,1032006,2006,Equities,Sofia,Bulgaria,Euro,Industrial Metals and Mining,Alcomet,Active,1.0
ALEFARM BREWING,DK:ALB,ALEFRM.CO,6112020,2020,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Beverages,Alefarm Brewing,Active,1.0
ALEXANDRIA GROUP,M:ALEP,ALEX.HE,12052021,2021,Equities,Helsinki,Finland,Euro,Investment Banking and Brokerage Services,Alexandria Group,Active,1.0
ALISA BANK ORD,M:EVLI,ALISA.HE,2122015,2015,Equities,Helsinki,Finland,Euro,Banks,Alisa Bank Ordinary,Active,1.0
ALME INVEST,B:ALMI,BE0146350740.BR,11052021,2021,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Alme Invest,Active,0.0
ALPHA BULGARIA,BL:VZW,ALFB.BB,23032012,2012,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Alpha Bulgaria,Active,1.0
ALTERON ADSITS VARNA REIT,BL:ALT,BGALT.BB,1092009,2009,Equities,Sofia,Bulgaria,Euro,Real Estate Investment Trusts,Alteron Adsits Varna REIT,Active,1.0
ALVEEN,F:MLAL,MLALV.EUA,14092017,2017,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Alveen,Active,1.0
AMATHEON AGRI,F:MLAH,MLAAH.EUA,1022013,2013,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Amatheon Agri,Active,1.0
AMOEBA,F:AMEB,ALMIB.PA,9072015,2015,Equities,Euronext.liffe Paris,France,Euro,Chemicals,Amoeba,Active,1.0
ANDINO INVERSIONES GLOBAL,F:ANDG,MLAIG.EUA,12022024,2024,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,Andino Inversiones Global,Active,1.0
ANORA GROUP,M:ALTI,ANORA.HE,23032018,2018,Equities,Helsinki,Finland,Euro,Beverages,Anora Group,Active,1.0
APETIT,M:APET,APETIT.HE,11091989,1989,Equities,Helsinki,Finland,Euro,Food Producers,Apetit,Active,1.0
AQUILA,F:ALAQ,ALAQU.PA,22062006,2006,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Aquila,Active,1.0
ARAMIS GROUP,F:ARAP,ARAMI.PA,18062021,2021,Equities,Euronext.liffe Paris,France,Euro,Retailers,Aramis Group,Active,1.0
ARCURE,F:ARCU,ALCUR.PA,26022019,2019,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Arcure,Active,1.0
ARMEYSKI HOLDING,BL:ARM,ARMH.BB,28042009,2009,Equities,Sofia,Bulgaria,Euro,Investment Banking and Brokerage Services,Armeyski Holding,Active,1.0
ASETEK,D:A31,A31.F,17042013,2013,Equities,Deutsche Boerse AG,Denmark,Euro,Technology Hardware and Equipment,Asetek,Active,1.0
ASHLER ET MANSON,F:MLAE,MLAEM.EUA,22092015,2015,Equities,Euronext.liffe Paris,France,Euro,Non-life Insurance,Ashler et Manson,Active,1.0
ASPO,M:ASU,ASPO.HE,1101999,1999,Equities,Helsinki,Finland,Euro,General Industrials,Aspo,Active,1.0
ASPOCOMP GROUP,M:ASP,ACG1V.HE,1101999,1999,Equities,Helsinki,Finland,Euro,Technology Hardware and Equipment,Aspocomp Group,Active,1.0
ASUNTOSALKKU,M:ASUN,ASUNTO.HE,22062022,2022,Equities,Helsinki,Finland,Euro,Real Estate Investment and Services,Asuntosalkku,Active,1.0
ATARI,F:ATA,ALATA.PA,23121993,1993,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Atari,Active,1.0
ATEME,F:ATEM,ATEME.PA,9072014,2014,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Ateme,Active,1.0
ATHOS IMMOBILIEN,O:AIM,ATHO.VI,19072004,2004,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,Athos Immobilien,Active,0.0
ATLAND,F:TAN,ATLD.PA,24091990,1990,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Atland,Active,1.0
ATLANTIC INSURANCES,CP:ATL,ATIN.CY,20102000,2000,Equities,Cyprus,Cyprus,Euro,Non-life Insurance,Atlantic Insurances,Active,1.0
ATLANTIC PETROLEUM,DK:ATL,ATLA.CO,11102006,2006,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,"Oil, Gas and Coal",Atlantic Petroleum,Active,1.0
ATON,F:ALHY,ALTAO.PA,14122007,2007,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Aton,Active,1.0
AUGROS CP,F:AUG,AUCP.PA,2121997,1997,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Augros CP,Active,1.0
AUTO-HRVATSKA ZAGREB,CR:ATH,AUHV.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Retailers,Auto-Hrvatska Zagreb,Active,1.0
AZOREAN AQUANTIC TECHS.,F:MLAA,MLAAT.EUA,17022016,2016,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Azorean Aquantic Technologies,Active,1.0
BACTIQUANT,DK:BAC,BACTIQ.CO,5022021,2021,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Electronic and Electrical Equipment,Bactiquant,Active,1.0
