Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
TRIUMPH INVESTEX,775164,-,4101988,1988,Equities,Munich,Germany,German Mark,General Industrials,Triumph Investex,Dead
TURBON (XET),D:TURX,-,12052000,2000,Equities,Xetra,Germany,Euro,Technology Hardware and Equipment,Turbon (XETRA),Dead
U C A (XET),D:UCAX,-,15082000,2000,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,U C A (XETRA),Dead
UNCLE STATHIS CR,G:MPSK,-,25061991,1991,Equities,Athens,Greece,Euro,Food Producers,Uncle Stathis CR,Dead
UNIMED,I:UNM,-,9031987,1987,Equities,Milan,Italy,Euro,Construction and Materials,Unimed,Dead
UNIONE MANIF.,933352,-,15121988,1988,Equities,Milan,Italy,Italian Lira,Personal Goods,Unione Manifatture,Dead
UNIPAR,505936,-,14121989,1989,Equities,Milan,Italy,Italian Lira,General Industrials,Unipar,Dead
UNIT ENERGY EUROPE (XET),D:UEEX,-,12022001,2001,Equities,Xetra,Germany,Euro,Electricity,Unit Energy Europe (XETRA),Dead
UNIVERMA (XET),D:UX6X,-,8122010,2010,Equities,Xetra,Germany,Euro,Non-life Insurance,Univerma (XETRA),Dead
VAKI-DNG HF,IC:VAK,-,15012001,2001,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Food Producers,Vaki-DNG HF,Dead
VALARA CAPITAL (XET),D:V8TX,-,16072007,2007,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Valara Capital (XETRA),Dead
VALENTINO FG,I:V,-,1072005,2005,Equities,Milan,Italy,Euro,Personal Goods,Valentino FG,Dead
VALEO SPA,729864,-,31071986,1986,Equities,Milan,Italy,Italian Lira,Automobiles and Parts,Valeo Spa,Dead
VALORA EFFEKTEN (XET) HANDEL,D:VEHX,-,24042002,2002,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Valora Effekten (XETRA) Handel,Dead
VASCORY (XET),D:VG1X,VG1.DE^A18,4042017,2017,Equities,Xetra,Germany,Euro,Household Goods and Home Construction,Vascory (XETRA),Dead
VCI VET.CAP.AND IM.(XET),D:MMWX,-,5062006,2006,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,VCI Venture Capital and Immobilien (XETRA),Dead
VEGAS77 ENTM. (XET),D:LCPX,-,2032011,2011,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,VEGAS77 Entertainment (XETRA),Dead
VERION (XET),D:VP1X,-,16082006,2006,Equities,Xetra,Germany,Euro,Chemicals,Verion (XETRA),Dead
VERLAG A SCHMIDT,531859,-,26021991,1991,Equities,Munich,Germany,Euro,Media,Verlag A Schmidt,Dead
VERNITAS,LT:VER,-,8061998,1998,Equities,Lithuania,Lithuania,Lithuanian Lita,Personal Goods,Vernitas,Dead
VERSANDHAND IN NEUM(XET),D:OPPX,-,18012002,2002,Equities,Xetra,Germany,Euro,Retailers,Versandhand in Neum (XETRA),Dead
VERSATEL (XET),D:VTWX,-,26042007,2007,Equities,Xetra,Germany,Euro,Software and Computer Services,Versatel (XETRA),Dead
VILMONA,LT:VLO,-,26022001,2001,Equities,Lithuania,Lithuania,Lithuanian Lita,Construction and Materials,Vilmona,Dead
VISIONIX (XET),D:VSXX,-,1022000,2000,Equities,Xetra,Germany,Euro,Medical Equipment and Services,Visionix (XETRA),Dead
VORWERK & CO,866827,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Vorwerk and Company,Dead
VTG (XET),D:VT9X,VT9G.DE^D19,27062007,2007,Equities,Xetra,Germany,Euro,Industrial Transportation,Voting (XETRA),Dead
WACKER-CHEMIE GMBH,866944,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Wacker-Chemie GMBH,Dead
WALTER BAU (XET),D:WTBX,-,18082000,2000,Equities,Xetra,Germany,Euro,Construction and Materials,Walter Bau (XETRA),Dead
WANDERER-WERKE (XET),D:WANX,-,21041999,1999,Equities,Xetra,Germany,Euro,Industrial Engineering,Wanderer-Werke (XETRA),Dead
WATERFORD FOODS 'A',WTFFA,-,5101988,1988,Equities,Dublin,Ireland,Euro,Food Producers,Waterford Foods 'A',Dead
WELLA,D:WAD,-,13011994,1994,Equities,Deutsche Boerse AG,Germany,Euro,"Personal Care, Drug and Grocery Stores",Wella,Dead
WESTDEUTSCHE LB,866915,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Westdeutsche LB,Dead
WESTF.ZELLSTOFF,951779,-,26091988,1988,Equities,Deutsche Boerse AG,Germany,German Mark,Leisure Goods,Westfalen Zellstoff,Dead
WESTINGHOUSE,I:WST,-,1011973,1973,Equities,Milan,Italy,Italian Lira,Technology Hardware and Equipment,Westinghouse,Dead
WILLIAMS GRAND PRIX(OTC) HDG.,9084WU,WMGPF.PK^I22,6072017,2017,Equities,Non NASDAQ OTC,Germany,United States Dollar,Alternative Energy,Williams Grand Prix (Non-NASDAQ OTC) Holdings,Dead
WILLIAMS GRAND PRIX(XET) HDG.,D:WGF1X,WGF1G.DE^J20,1032011,2011,Equities,Xetra,Germany,Euro,Alternative Energy,Williams Grand Prix (XETRA) Holdings,Dead
WILLIAMS H,911848,-,1011969,1969,Equities,London,Ireland,Irish Pound,Unclassified,Williams H,Dead
WINDHOFF (XET),D:WIDX,-,29052000,2000,Equities,Xetra,Germany,Euro,Industrial Engineering,Windhoff (XETRA),Dead
WIZCOM TECHS. (XET),D:WZMX,-,9041999,1999,Equities,Xetra,Germany,Euro,Technology Hardware and Equipment,Wizcom Technologies (XETRA),Dead
WOLFF (OTTO) AG,866952,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Wolff (Otto) AG,Dead
WORLDSPREADS GROUP,WSPR,WSPR.L^D12,31072007,2007,Equities,London,Ireland,United Kingdom Pound,Investment Banking and Brokerage Services,Worldspreads Group,Dead
WSTAFR.PFLANZ. (XET),D:WPVX,-,14062000,2000,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Westafrika Pflanzung (XETRA),Dead
WUENSCHE NEUE,308469,-,24021993,1993,Equities,Hamburg,Germany,German Mark,Industrial Transportation,Wuensche Neue,Dead
WUERTT.BAD.VERS.,D:WBV,-,26091988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Non-life Insurance,Wuerttembergische Badische Versicherung,Dead
WUESTENROT HOLDING,866826,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Wuestenrot Holding,Dead
XERIUS BIOSCIENCE (XET),D:OJXX,-,15062005,2005,Equities,Xetra,Germany,Euro,Pharmaceuticals and Biotechnology,Xerius Bioscience (XETRA),Dead
XIFIAS KAVALA'S FISHERY PRODUCTS CB,G:KAVC,-,6111998,1998,Equities,Athens,Greece,Euro,Food Producers,Xifias Kavala's Fishery Products CB,Dead
XTRA-VISION,XTVD,-,5051989,1989,Equities,Dublin,Ireland,Irish Pound,Travel and Leisure,Xtra-Vision,Dead
YIOULA GLASSWORKS,50929F,-,7082007,2007,Equities,Athens,Greece,Euro,Unclassified,Yioula Glassworks,Dead
ZAAB ENERGY,50385U,ZA7G.F^L12,2042007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Zaab Energy,Dead
118000 (XET),D:Z18X,-,8022000,2000,Equities,Xetra,Germany,Euro,Industrial Support Services,118000 (XETRA),Dead
2INVEST N (XET),D:2INVX,2INVn.DE^A26,10082000,2000,Equities,Xetra,Germany,Euro,Pharmaceuticals and Biotechnology,2INVEST N (XETRA),Dead
7DAYS MUSIC ENTM.,D:7DM1,7DMEG.F^L14,10091999,1999,Equities,Deutsche Boerse AG,Germany,Euro,Media,7DAYS Music Entertainment,Dead
7DAYS MUSIC ENTM. (XET),D:7DMX,7DMEG.DE^E14,14091999,1999,Equities,Xetra,Germany,Euro,Media,7DAYS Music Entertainment (XETRA),Dead
AAREAL BANK N (XET),D:ARLNX,ARLn.DE^K23,18062002,2002,Equities,Xetra,Germany,Euro,Industrial Engineering,Aareal Bank N (XETRA),Dead
ADLER REAL ESTATE,D:ADL,ADLG.F^J23,26091988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Real Estate Investment and Services,Adler Real Estate,Dead
AEDES,I:AEDE,AED.MI^D23,28122018,2018,Equities,Milan,Italy,Euro,Real Estate Investment Trusts,Aedes,Dead
AEOLIAN INVESTMENT FUND,G:AIOK,EOLr.AT^C19,21091993,1993,Equities,Athens,Greece,Euro,Investment Banking and Brokerage Services,Aeolian Investment Fund,Dead
AER LINGUS GROUP,EIL1,AERL.I^I15,26092006,2006,Equities,Dublin,Ireland,Euro,Travel and Leisure,Aer Lingus Group,Dead
AG BAD NEUENAHR,D:ABN,ABNG.D^H18,26091988,1988,Equities,Duesseldorf,Germany,Euro,Health Care Providers,AG Bad Neuenahr,Dead
AGI THERAPEUTICS (ESM),A9I,A9I.I^C12,24022006,2006,Equities,Dublin,Ireland,Euro,Pharmaceuticals and Biotechnology,AGI Therapeutics (ESM),Dead
AGIPLAN TECHNOSOFT,D:AGI,AGIG.F^C14,19032001,2001,Equities,Deutsche Boerse AG,Germany,Euro,Software and Computer Services,Agiplan Technosoft,Dead
AIFINYO N (XET),D:EBENX,EBEn.DE^J24,12052020,2020,Equities,Xetra,Germany,Euro,Finance and Credit Services,Aifinyo N (XETRA),Dead
ALMAWAVE,I:ALMA,AIW.MI^L25,11032021,2021,Equities,Milan,Italy,Euro,Software and Computer Services,Almawave,Dead
ALNO,D:ANO,ANOG.D^A21,27071995,1995,Equities,Duesseldorf,Germany,Euro,Household Goods and Home Construction,Alno,Dead
ALSTRIA OFFICE REIT,D:AOX,AOXG.F^E25,2042007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Real Estate Investment Trusts,Alstria Office REIT,Dead
ALTENB.&STRAL.SPIELKARTE,D:ASS,VASG.SG^L15,26091988,1988,Equities,Stuttgart,Germany,Euro,Leisure Goods,Altenburger and Stralsunder Spielkarte,Dead
ALUMINIUMWERK UNNA,D:MSU,MSUG.D^L14,28101988,1988,Equities,Duesseldorf,Germany,Euro,Industrial Metals and Mining,Aluminiumwerk Unna,Dead
AMIRA VERWALTUNGS,D:VWK,AMIG.MU^G17,26091988,1988,Equities,Munich,Germany,Euro,Real Estate Investment and Services,Amira Verwaltungs,Dead
AMM,I:AMM,AAMM.MI^G21,30042019,2019,Equities,Milan,Italy,Euro,Software and Computer Services,AMM,Dead
AMUN RESOURCES,D:IAM,AMUN.BE^H14,9092010,2010,Equities,Berlin,Germany,Euro,Investment Banking and Brokerage Services,Amun Resources,Dead
ANTARES VISION,I:ANTV,ANV.MI^C26,18042019,2019,Equities,Milan,Italy,Euro,Electronic and Electrical Equipment,Antares Vision,Dead
AREAL IM.UND BETS.,D:KNS1,KNS1.F^B17,28101988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Real Estate Investment and Services,Areal Immobilien und Beteiligungs,Dead
ARTNET,D:ART,AYDGn.F^H25,14051999,1999,Equities,Deutsche Boerse AG,Germany,Euro,Health Care Providers,Artnet,Dead
ARZNEIWERK (XET),D:TLIKX,TLIK.DE^G25,12101998,1998,Equities,Xetra,Germany,Euro,Telecommunications Service Providers,Arzneiwerk (XETRA),Dead
ASKNET SOLUTIONS N,D:ASKN,ASKn.BE^B23,7112006,2006,Equities,Berlin,Germany,Euro,Retailers,Asknet Solutions N,Dead
ASPIS PRONIA GEN.INS.,G:ILIO,APRr.AT^C13,1031988,1988,Equities,Athens,Greece,Euro,Non-life Insurance,Aspis Pronia General Insurances,Dead
ATLANTIC SUPERMARKET,G:ATLA,ATLr.AT^C13,10012001,2001,Equities,Athens,Greece,Euro,"Personal Care, Drug and Grocery Stores",Atlantic Supermarket,Dead
AUTOPORTAL 99,D:APYK,APYK.F^L12,31052006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Retailers,Autoportal 99,Dead
BABCOCK BORSIG,D:BBX,BBXG.D^A13,1011973,1973,Equities,Duesseldorf,Germany,Euro,Industrial Engineering,Babcock Borsig,Dead
BABCOCK BSH,D:BTT,BTTG.F^I18,3101988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Engineering,Babcock BSH,Dead
BACKBONE TECHNOLOGY(XET),D:AO9X,-,30082007,2007,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Backbone Technology (XETRA),Dead
BANCA ITALEASE,I:BIL,BIL.MI^D10,14062005,2005,Equities,Milan,Italy,Euro,Investment Banking and Brokerage Services,Banca Italease,Dead
BANCA PPO.DI SPOLETO,I:SPO,BPSP.MI^J17,2101996,1996,Equities,Milan,Italy,Euro,Banks,Banca Popolare di Spoleto,Dead
BANKAS SNORAS,LT:BAS,SRS1L.VL^A12,23041998,1998,Equities,Lithuania,Lithuania,Euro,Banks,Bankas Snoras,Dead
BAUMOT GROUP (XET),D:TINCX,TINCk.DE^D21,21032007,2007,Equities,Xetra,Germany,Euro,Electricity,Baumot Group (XETRA),Dead
BAVARIA INDUSTRIES (XET) GROUP,D:B8AX,B8AG.DE^G24,25012006,2006,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Bavaria Industries (XETRA) Group,Dead
BEST UNION,I:BEST,BSTU.MI^F18,19052008,2008,Equities,Milan,Italy,Euro,Software and Computer Services,Best Union,Dead
BIANCAMANO,I:BNCM,BIAN.MI^C23,7032007,2007,Equities,Milan,Italy,Euro,Waste and Disposal Services,Biancamano,Dead
BIOLITEC,D:BIB,BIBG.F^C13,14112000,2000,Equities,Deutsche Boerse AG,Germany,Euro,Medical Equipment and Services,Biolitec,Dead
BIOMAX RUBB IND. (XET),D:BRBX,BRB.DE^F17,1042014,2014,Equities,Xetra,Germany,Euro,Medical Equipment and Services,Biomax Rubb Industry (XETRA),Dead
BIOTOSCANA INVESTMENTS,9121T7,BIOTO.LU^L20,26072017,2017,Equities,Luxembourg,Luxembourg,United States Dollar,Pharmaceuticals and Biotechnology,Biotoscana Investments,Dead
BKN BIOSTROM,D:B9K,B9KG.F^L12,5022007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Alternative Energy,BKN Biostrom,Dead
BKN INTERNATIONAL,D:BKQ,BKQG.F^I12,8032000,2000,Equities,Deutsche Boerse AG,Germany,Euro,Media,BKN International,Dead
BOLL,D:B9L,B9LG.SG^C16,23062006,2006,Equities,Stuttgart,Germany,Euro,Media,Boll,Dead
BRAAS MONIER BLDG. (XET) GR SERV,D:BMSX,BMSA.DE^E17,25062014,2014,Equities,Xetra,Germany,Euro,Construction and Materials,Braas Monier Building (XETRA) Gross Serv,Dead
BYTE COMPUTER,G:BYTE,BYTr.AT^K22,22022000,2000,Equities,Athens,Greece,Euro,Software and Computer Services,Byte Computer,Dead
CAD IT,I:CAD,CAD.MI^L18,25102000,2000,Equities,Milan,Italy,Euro,Software and Computer Services,CAD IT,Dead
CATALIS (MUN),D:XAE2,XAE2.MU^H18,24072000,2000,Equities,Munich,Germany,Euro,Media,Catalis (Munich),Dead
CATTOLICA ASSICURAZIONI,I:CASS,CASS.MI^H22,17112000,2000,Equities,Milan,Italy,Euro,Life Insurance,Cattolica Assicurazioni,Dead
CBB HOLDING,D:COB,COBG.SG^A13,26091988,1988,Equities,Stuttgart,Germany,Euro,Real Estate Investment and Services,CBB Holding,Dead
CBF CHINA BIO-FERTILIZER,D:A9G,CBFG.F^B14,9122010,2010,Equities,Deutsche Boerse AG,Germany,Euro,Chemicals,CBF China Bio-Fertilizer,Dead
CCP,50131F,CC1G.F^A15,9022007,2007,Equities,Deutsche Boerse AG,Germany,Euro,"Personal Care, Drug and Grocery Stores",CCP,Dead
CENTROSOLAR GROUP (XET),D:C3OX,C3OAk.DE^A15,29092005,2005,Equities,Xetra,Germany,Euro,Alternative Energy,Centrosolar Group (XETRA),Dead
CERTES CAPITAL,D:CBP,CBPP.BE^H14,1082012,2012,Equities,Berlin,Germany,Japanese Yen,Investment Banking and Brokerage Services,Certes Capital,Dead
CHATZIKRANIOTIS MILLS,G:TYRN,CHAr.AT^L20,24121999,1999,Equities,Athens,Greece,Euro,Food Producers,Chatzikraniotis Mills,Dead
CHORUS CLEAN ENERGY(XET),D:CU1X,CU1G.DE^H17,7102015,2015,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Chorus Clean Energy (XETRA),Dead
CICCOLELLA,I:CC,CUCI.MI^H17,1011973,1973,Equities,Milan,Italy,Euro,Retailers,Ciccolella,Dead
CIR CIE.INDI.RIUN.,933357,CIRX.MI^B20,27081973,1973,Equities,Milan,Italy,Euro,Automobiles and Parts,CIR Compagnie Industriali Riun,Dead
COBRA AUTOMOTIVE TECHS.,I:COBR,COBRA.MI^H14,11122006,2006,Equities,Milan,Italy,Euro,Automobiles and Parts,Cobra Automotive Technologies,Dead
COLONIA REAL ESTATE(XET),D:KBUX,KBUG.DE^J16,7102004,2004,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Colonia Real Estate (XETRA),Dead
COMDIRECT BANK,D:COM,CDBG.F^K20,2062000,2000,Equities,Deutsche Boerse AG,Germany,Euro,Banks,Comdirect Bank,Dead
COMPANY GROUP ALITA,LT:CGA,AGP1L.VL^J15,4012010,2010,Equities,Lithuania,Lithuania,Euro,Beverages,Company Group Alita,Dead
COMPUGROUP MEDICAL (XET) N,D:COPX,COP1n.DE^F25,11072000,2000,Equities,Xetra,Germany,Euro,Health Care Providers,Compugroup Medical (XETRA) N,Dead
CONERGY (XET),D:CGYX,CGYGk.DE^D14,16032005,2005,Equities,Xetra,Germany,Euro,Alternative Energy,Conergy (XETRA),Dead
COVESTRO (XET),D:1COVX,1COVG.DE^L25,6102015,2015,Equities,Xetra,Germany,Euro,Chemicals,Covestro (XETRA),Dead
CREDITO BERGAMASCO,I:CB,CBGI.MI^F14,2011986,1986,Equities,Milan,Italy,Euro,Banks,Credito Bergamasco,Dead
CROPENERGIES (XET),D:CE2X,CE2G.DE^B24,28092006,2006,Equities,Xetra,Germany,Euro,Alternative Energy,Cropenergies (XETRA),Dead
CS PCC,D:CCW1,CCWgb.F^C14,13082009,2009,Equities,Deutsche Boerse AG,Germany,Euro,Open End and Miscellaneous Investment Vehicles,CS PCC,Dead
CYBITS HOLDING,D:SCO,SCOG.SG^E18,26091988,1988,Equities,Stuttgart,Germany,Euro,Beverages,Cybits Holding,Dead
CYCOS,D:YOS,YOSG.F^A15,17042000,2000,Equities,Deutsche Boerse AG,Germany,Euro,Software and Computer Services,Cycos,Dead
DAMIANI,I:DMN,DMN.MI^D19,7112007,2007,Equities,Milan,Italy,Euro,Retailers,Damiani,Dead
DEUFOL (XET),D:DE1X,DE1n.DE^K15,5051999,1999,Equities,Xetra,Germany,Euro,Real Estate Investment Trusts,Deufol (XETRA),Dead
DEUTSCHE BIOGAS,D:DB9,-,2122010,2010,Equities,Deutsche Boerse AG,Germany,Euro,Alternative Energy,Deutsche Biogas,Dead
DFV DT.FRRG. (XET),D:DFVX,DFV.DE^L24,4122018,2018,Equities,Xetra,Germany,Euro,Medical Equipment and Services,DFV Deutsche FRRG (XETRA),Dead
DIEKAT,G:DIEK,DIEr.AT^C13,9121994,1994,Equities,Athens,Greece,Euro,Construction and Materials,Diekat,Dead
DONE PROJECKT,D:DPJ,DPJG.F^L12,1082001,2001,Equities,Deutsche Boerse AG,Germany,Euro,Software and Computer Services,Done Projeckt,Dead
DRAGON HOLDINGS,D:DRA,-,2022011,2011,Equities,Berlin,Germany,Euro,Investment Banking and Brokerage Services,Dragon Holdings,Dead
DRESDNER FACTORING (XET),D:D2FX,D2FG.DE^G15,25042006,2006,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Dresdner Factoring (XETRA),Dead
DRUCKFARBEN HELLAS,G:DRU,DRUr.AT^E19,10121998,1998,Equities,Athens,Greece,Euro,Chemicals,Druckfarben Hellas,Dead
DUERKOPP ADLER,D:DKA,DKAG.F^G18,26091988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Engineering,Duerkopp Adler,Dead
DVS TECHNOLOGY,D:DIS,DISG.F^D23,26091988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Travel and Leisure,DVS Technology,Dead
DYCKERHOFF,929014,DYKG.F^I13,1011973,1973,Equities,Deutsche Boerse AG,Germany,Euro,Construction and Materials,Dyckerhoff,Dead
E-M-S NEW MEDIA,D:EMN,EMNG.F^A12,20112000,2000,Equities,Deutsche Boerse AG,Germany,Euro,Media,E-M-S New Media,Dead
EASYMOTIONSKIN TEC (XET),D:EFITX,EFIT.DE^I24,10112022,2022,Equities,Xetra,Germany,Euro,Medical Equipment and Services,Easymotionskin Tec (XETRA),Dead
EHLEBRACHT,D:EHL,EHLG.F^I15,11121989,1989,Equities,Deutsche Boerse AG,Germany,Euro,Household Goods and Home Construction,Ehlebracht,Dead
ELECTRONICS LINE (XET) 3000,29198T,E28.DE^K15,28062004,2004,Equities,Xetra,Germany,Euro,Telecommunications Equipment,Electronics Line (XETRA) 3000,Dead
ELES SEMICONDUCTOR,I:ELE,ELES.MI^D26,19062019,2019,Equities,Milan,Italy,Euro,Technology Hardware and Equipment,Eles Semiconductor,Dead
ELKT.LICHT UD.KRTL.,D:ELK,ELKG.SG^H19,1011973,1973,Equities,Stuttgart,Germany,Euro,Real Estate Investment and Services,Elektrische Licht und Kraftanlagen,Dead
EMQTEC,D:EMQ,EMQG.F^G17,13072006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Engineering,Emqtec,Dead
EQS GROUP N,D:EQS,EQSn.F^E24,7062006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Open End and Miscellaneous Investment Vehicles,EQS Group N,Dead
ERSTE BAYER.BASALTSTEIN,775054,EBBG.MU^A15,28101988,1988,Equities,Munich,Germany,Euro,Industrial Metals and Mining,Erste Bayerische Basaltstein,Dead
ETEM,G:ETEM,ETE.AT^L14,9061994,1994,Equities,Athens,Greece,Euro,Industrial Metals and Mining,Etem,Dead
EUROMEDICA PROVISION OF MEDSRV.,G:NMDA,EMDr.AT^F21,6101999,1999,Equities,Athens,Greece,Euro,Health Care Providers,Euromedica Provision of Medsrv,Dead
EXPRIVIA,I:AISW,XPR.MI^G24,31072000,2000,Equities,Milan,Italy,Euro,Software and Computer Services,Exprivia,Dead
FAST FINANCE 24 (XET) HOLDING,D:FF24X,FF24.DE^A25,19112012,2012,Equities,Xetra,Germany,Euro,Finance and Credit Services,Fast Finance 24 (XETRA) Holding,Dead
FERVI,I:FVI,FVIR.MI^L25,27032018,2018,Equities,Milan,Italy,Euro,Industrial Engineering,Fervi,Dead
FIAT INDUSTRIAL,I:FI,FI.MI^I13,31122010,2010,Equities,Milan,Italy,Euro,Industrial Transportation,Fiat Industrial,Dead
FIDOR BANK,D:F5R,F5RG.F^G15,9032007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Fidor Bank,Dead
FIHM FONDS & IM. (XET) HLDG.MCHN.,D:4SHX,-,17102007,2007,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Fihm Fonds and Immobilien (XETRA) Holding Muenchen,Dead
FIHM FONDS & IM.HLDG. MCHN.,D:4SHK,4SHGnk.F^J13,17102007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Fihm Fonds and Immobilien Holding Muenchen,Dead
G E DIMITRIOU,G:TASO,TASr.AT^L22,26031996,1996,Equities,Athens,Greece,Euro,Household Goods and Home Construction,G E Dimitriou,Dead
GAMENET GROUP SPA,I:GMSA,GAME.MI^B20,6122017,2017,Equities,Milan,Italy,Euro,Travel and Leisure,Gamenet Group Spa,Dead
GDC GAME & DOWNLOAD(XET),D:GUDX,-,4082011,2011,Equities,Xetra,Germany,Euro,Leisure Goods,GDC Game and Download (XETRA),Dead
GEMBALLA HOLDING (XET),D:G79X,-,24012011,2011,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Gemballa Holding (XETRA),Dead
GERMAN PELLETS GMBH GENUSSCHEINE SHARES,D:GWQC,GWQCg.H^L20,11112015,2015,Equities,Hamburg,Germany,Euro,Industrial Materials,German Pellets GMBH Genusscheine Shares,Dead
GERMAN VALUES PROPERTY GROUP,D:TVD6,TVD6.F^F24,14032000,2000,Equities,Deutsche Boerse AG,Germany,Euro,Software and Computer Services,German Values Property Group,Dead
GIMA TT,I:GIMT,GIMA.MI^K19,2102017,2017,Equities,Milan,Italy,Euro,Industrial Engineering,Gima TT,Dead
GOLDROOSTER,D:GO8,GO8.F^B15,17052012,2012,Equities,Deutsche Boerse AG,Germany,Euro,Personal Goods,Goldrooster,Dead
GONTARD & METALL BANK,D:GMB,GMBG.F^H14,6051999,1999,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Gontard and Metall Bank,Dead
GORE GERMAN OFFICE (XET) REAL ESTATE K,D:GAG0X,GAG0k.DE^G25,17122019,2019,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Gore German Office (XETRA) Real Estate K,Dead
GRAPHIT KROPFMUHL,D:GKR,GKRG.F^J12,28101988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Metals and Mining,Graphit Kropfmuhl,Dead
GREENVISION AMBIENTE,I:VIS,VISA.MI^I12,13072004,2004,Equities,Milan,Italy,Euro,Waste and Disposal Services,Greenvision Ambiente,Dead
GREIFFENBERGER (XET),D:GRFX,GRFG.DE^A17,5052008,2008,Equities,Xetra,Germany,Euro,Electronic and Electrical Equipment,Greiffenberger (XETRA),Dead
GSW IMMOBILIEN (XET),D:GIBX,GIBG.DE^G14,14042011,2011,Equities,Xetra,Germany,Euro,Travel and Leisure,GSW Immobilien (XETRA),Dead
GTG DNSTGPE.,D:BTU,BTUG.SG^B21,30071996,1996,Equities,Stuttgart,Germany,Euro,Real Estate Investment and Services,GTG Dienstleistungsgruppe,Dead
GWB IMMOBILIEN,D:G7B,G7BG.F^I23,3102006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Real Estate Investment and Services,GWB Immobilien,Dead
HANSA GROUP,D:H4G,H4GG.F^H15,15061999,1999,Equities,Deutsche Boerse AG,Germany,Euro,Chemicals,Hansa Group,Dead
HANSA GROUP (XET),D:H4GX,H4GG.DE^H15,17061999,1999,Equities,Xetra,Germany,Euro,Chemicals,Hansa Group (XETRA),Dead
HANSAMATRIX,LV:HAX,HMX1R.RI^F23,12072016,2016,Equities,NASDAQ OMX Riga,Latvia,Euro,Software and Computer Services,Hansamatrix,Dead
HEROES,D:B7V,B7V.D^C21,27122017,2017,Equities,Duesseldorf,Germany,Euro,Investment Banking and Brokerage Services,Heroes,Dead
HPI,D:CEW3,HPIG.MU^D26,8062006,2006,Equities,Munich,Germany,Euro,Technology Hardware and Equipment,HPI,Dead
HPI (XET),D:CE3X,HPIG.DE^A17,29092006,2006,Equities,Xetra,Germany,Euro,Technology Hardware and Equipment,HPI (XETRA),Dead
I FAO (XET),D:FA2X,FAOGn.DE^L16,2031999,1999,Equities,Xetra,Germany,Euro,Software and Computer Services,I FAO (XETRA),Dead
IFA SYSTEMS (XET),D:IS8X,IS8G.DE^J23,11072005,2005,Equities,Xetra,Germany,Euro,Pharmaceuticals and Biotechnology,IFA Systems (XETRA),Dead
IFG GROUP,IJG,IFG.I^H19,30121964,1964,Equities,Dublin,Ireland,Euro,Investment Banking and Brokerage Services,IFG Group,Dead
IFM IMMOBILIEN,D:IFM,IFMG.F^L15,18052006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Real Estate Investment and Services,IFM Immobilien,Dead
IKONA-IHOS,G:IKO,IKIr.AT^C14,10052000,2000,Equities,Athens,Greece,Euro,Retailers,Ikona-Ihos,Dead
