Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
CIBANK,BL:CBN,BRIBS.BB^L10,1032006,2006,Equities,Sofia,Bulgaria,Bulgarian Lev,Banks,Cibank,Dead
CIBIX,B:CIB,-,18051998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Cibix,Dead
CIDRERIES SOPAGLY REUNIE LIMITED DATA,F:CIDR,-,18091981,1981,Equities,Euronext.liffe Paris,France,French Franc,Beverages,Cidreries Sopagly Reunie Limited Data,Dead
CIE DEV DURABLE-C2D,F:C2D,-,6121999,1999,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Compagnie Development Durable-C2D,Dead
CIE FIN WERISTER,B:WERI,-,24121996,1996,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Compagnie Financial Werister,Dead
CIE FIN WERISTER AFV1,885166,-,24121996,1996,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Unclassified,Compagnie Financial Werister AFV1,Dead
CIE FINC.OTTOMANE,504169,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Real Estate Investment and Services,Compagnie Financiere Ottomane,Dead
CIE GLE GARANTIE,881635,-,27091996,1996,Equities,Marseilles,France,French Franc,Unclassified,Compagnie GLE Garantie,Dead
CIE.FINC.ST.HONORE,F:CFS,-,13111997,1997,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Compagnie Financiere Saint Honore,Dead
CIGARETTE FAC.PLOVDIV,BL:PLO,PLOBT.BB^B09,19051998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Tobacco,Cigarette Factory Plovdiv,Dead
CIM INDUST. MRIT. LIMITED DATA,933123,-,18061974,1974,Equities,Euronext.liffe Paris,France,French Franc,Industrial Transportation,CIM Industrielle Maritime Limited Data,Dead
CIMEX PHARMA,F:CIMX,-,2082004,2004,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Cimex Pharma,Dead
CIPE FRANCE,F:CIPE,-,18091990,1990,Equities,Lyon,France,French Franc,Industrial Support Services,Cipe France,Dead
CITEFIBRE,32470X,MLCIT.PA^D09,2122005,2005,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Citefibre,Dead
CITY BIRD SA/NV (EAS),EA:CBI,-,10111997,1997,Equities,EASDAQ,Belgium,United States Dollar,Travel and Leisure,City Bird SA/NV (EASDAQ),Dead
CKD CHOCEN,143662,-,30031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Unclassified,CKD Chocen,Dead
CKD ELEKTROTECHN,CZ:CKE,-,10031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Technology Hardware and Equipment,CKD Elektrotechn,Dead
CKD HOROVICE,CZ:CKH,-,10031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Industrial Engineering,CKD Horovice,Dead
CKD KOMPRESORY,CZ:CKK,-,10031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Industrial Engineering,CKD Kompresory,Dead
CKD LOKOMOTIVKA,CZ:CLO,-,10031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Industrial Engineering,CKD Lokomotivka,Dead
CKD PRAHA,CZ:CKD,-,24021994,1994,Equities,Prague,Czech Republic,Czech Koruna,Industrial Transportation,CKD Praha,Dead
CKD SLANY,CZ:CKS,-,21091993,1993,Equities,Prague,Czech Republic,Czech Koruna,Industrial Engineering,CKD Slany,Dead
CKG PROPERTIES,9038F6,BE6291482626.BR^G19,21022017,2017,Equities,Euronext.liffe Brussels,Belgium,Euro,Consumer Services,CKG Properties,Dead
CLEN,F:CLEN,-,11071990,1990,Equities,Nantes,France,Euro,Unclassified,Clen,Dead
CLEN NOMINATIVE,F:CLE,-,8102001,2001,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Clen Nominative,Dead
CLESSE-MANDET,772600,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Industrial Engineering,Clesse-Mandet,Dead
CLINIQUE ST ANNE,F:CSA,-,18101996,1996,Equities,Lyon,France,French Franc,Unclassified,Clinique Saint Anne,Dead
CLR CAPITAL,CP:CLR,-,3042001,2001,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,CLR Capital,Dead
CMD,CZ:CDO,-,1031995,1995,Equities,Prague,Czech Republic,Czech Koruna,"Oil, Gas and Coal",CMD,Dead
COALA,F:COL,-,28061999,1999,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Coala,Dead
COBEPA ACT & WRT,892996,-,1101997,1997,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,General Industrials,Cobepa ACT and WRT,Dead
COCOON LTD DATA,F:CAAP,-,15121998,1998,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Cocoon Limited Data,Dead
CODAN,DK:COD,-,1011973,1973,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Non-life Insurance,Codan,Dead
CODAN GUMMI SER 1,N:COD1,-,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Food Producers,Codan Gummi SER 1,Dead
CODARALP,F:COD,CDRL.PA^G10,1102002,2002,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",Codaralp,Dead
CODICO,F:CODI,-,14112000,2000,Equities,Euronext.liffe Paris,France,Euro,Retailers,Codico,Dead
COFACE,276743,-,31012000,2000,Equities,Euronext.liffe Paris,France,Euro,Non-life Insurance,Coface,Dead
COFICA,F:COF,-,25091996,1996,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Cofica,Dead
COFIGEO CIE.FINC.GEO,F:COGO,COIP.PA^F11,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Cofigeo Compagnie Financiere Geo,Dead
COFIMANS,740780,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Cofimans,Dead
COFIMEG,929240,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Real Estate Investment and Services,Cofimeg,Dead
COFIMINES,932381,-,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Industrial Metals and Mining,Cofimines,Dead
COFIXEL,F:COFX,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Cofixel,Dead
COIGNET EDMOND LIMITED DATA,F:CGN,-,6091996,1996,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Coignet Edmond Limited Data,Dead
COKOLADOVNY,CZ:COK,-,9111993,1993,Equities,Prague,Czech Republic,Czech Koruna,Food Producers,Cokoladovny,Dead
COM6,F:COM6,-,20092000,2000,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,COM6,Dead
COMALAIT GROUPE,F:COMA,LAIT.PA^L09,2052000,2000,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Comalait Groupe,Dead
COMAREG LIMITED DATA,505335,-,18041990,1990,Equities,Euronext.liffe Paris,France,French Franc,Industrial Support Services,Comareg Limited Data,Dead
COMIPHOS,936609,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Industrial Metals and Mining,Comiphos,Dead
COMM UNION FRANCE LIMITED DATA,F:VICI,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Life Insurance,Comm Union France Limited Data,Dead
COMMANDE ELECTQ.,745077,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Finance and Credit Services,Commande Electronique,Dead
COMMERCIAL HOLD B (SUSP - 23/04/93),307160,-,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Commercial Hold B (Suspended - 23/04/93),Dead
COMMERCIAL INVEST LIMITED DATA,F:COMM,-,31121993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Commercial Invest Limited Data,Dead
COMMERCIAL LEASING B (SUSP - 24/03/93),772417,-,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,Commercial Leasing B (Suspended - 24/03/93),Dead
COMPAGNIE CHAIX,F:CHAI,-,27091996,1996,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Compagnie Chaix,Dead
COMPLETEL EUROPE (OTC),286571,CLTLF.PK^E12,7102003,2003,Equities,Non NASDAQ OTC,France,United States Dollar,Telecommunications Service Providers,Completel Europe (Non-NASDAQ OTC),Dead
COMPT. MODERNES,F:ME@F,-,7111975,1975,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",Comptoirs Modernes,Dead
COMPT.LYON-ALD.LOUYOT,F:CTLA,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Industrial Metals and Mining,Comptoirs Lyon-Alemand Louyot,Dead
COMPUTEL,F:CPL,-,5051989,1989,Equities,Euronext.liffe Paris,France,French Franc,Industrial Engineering,Computel,Dead
CONCENTRA,B:CON,-,16021993,1993,Equities,Euronext.liffe Brussels,Belgium,Euro,Media,Concentra,Dead
CONCEPT SA,756335,-,14091987,1987,Equities,Euronext.liffe Paris,France,French Franc,Software and Computer Services,Concept SA,Dead
CONCEPT TRADITION,F:MLCE,MLCET.PA^I17,21122012,2012,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Concept Tradition,Dead
CONFECT TEXT PLAST,F:CONF,-,27091996,1996,Equities,Nancy,France,French Franc,Unclassified,Confect Text Plast,Dead
CONFLANDEY,F:CFD,-,18051989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Conflandey,Dead
CONING TURIZAM,CR:CON,CNTZ.ZA^A10,22052007,2007,Equities,Zagreb,Croatia,Croatian Kuna,Travel and Leisure,Coning Turizam,Dead
CONSENTA HOLDING,DK:CON,-,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Consenta Holding,Dead
CONSODATA,F:CDT,-,6101999,1999,Equities,Euronext.liffe Paris,France,Euro,Media,Consodata,Dead
CONSTANTIA ISO,O:CONI,-,22051995,1995,Equities,Vienna Stock Exchange,Austria,Euro,Household Goods and Home Construction,Constantia ISO,Dead
CONSTRUCTIONS NANCY,F:CONA,-,20091990,1990,Equities,Nancy,France,Euro,Industrial Transportation,Constructions Nancy,Dead
CONSULT VOYAGES,F:MLZS,MLCSV.PA^D17,22122010,2010,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Consult Voyages,Dead
CONTE,936566,-,18091990,1990,Equities,Euronext.liffe Paris,France,French Franc,Electronic and Electrical Equipment,Conte,Dead
CONTINENTAL LEASE,F:COLM,-,16062004,2004,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Continental Lease,Dead
CONTINENTALE ASSCE.,F:COAS,-,18091990,1990,Equities,Lyon,France,Euro,Life Insurance,Continentale Assurances,Dead
CORA INDUSTRIES,F:CORI,-,22071997,1997,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Cora Industries,Dead
CORAI LIMITED DATA,F:CORA,-,29121993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Corai Limited Data,Dead
CORELA LIMITED DATA,F:CORL,-,17071990,1990,Equities,Lyon,France,French Franc,Travel and Leisure,Corela Limited Data,Dead
CORUM B,772939,-,25031988,1988,Equities,Helsinki,Finland,Finnish Markka,Retailers,Corum B,Dead
COSTIMEX,F:COSX,-,11091990,1990,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Costimex,Dead
COUACH,F:GCH,YACHT.PA^L09,18042000,2000,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Couach,Dead
CP 81 PETROFINA,B:CP81,BE0099451263.BR^G19,31032015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,"Oil, Gas and Coal",CP 81 Petrofina,Dead
CPC FRANCE LIMITED DATA,F:CPCF,-,3011994,1994,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,CPC France Limited Data,Dead
CPI IMMOBILIEN,O:CPIM,CPIVg.VI^E10,3052001,2001,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,CPI Immobilien,Dead
CPI WACHSTUMS IM.,O:CPIW,CPIWg.VI^E10,16032007,2007,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,CPI Wachstums Immobilien,Dead
CPR NRFD,533118,-,25031991,1991,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Copper Not Ranking For Dividend,Dead
CR.AGR.COTE D'OR,539975,-,8071994,1994,Equities,Euronext.liffe Paris,France,French Franc,Banks,Credit Agricole Cote d'or,Dead
CR.AGR.L-ATLANTIQUE,F:CALA,-,28041995,1995,Equities,Nantes,France,Euro,Banks,Credit Agricole L-Atlantique,Dead
CREANET LIMITED DATA,F:CPIO,-,14041994,1994,Equities,Euronext.liffe Paris,France,Euro,Media,Creanet Limited Data,Dead
CREATIONS NELSON,F:CREA,-,13091996,1996,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Creations Nelson,Dead
CREDIMO-INVEST,8824W0,BE0034828054.BR^G19,5012016,2016,Equities,Euronext.liffe Brussels,Belgium,Euro,Finance and Credit Services,Credimo-Invest,Dead
CREDIT AGR.CENTRE LOIRE,F:CRCA,CMCLi.PA^K09,24091996,1996,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Centre Loire,Dead
CREDIT AGR.GIRONDE,F:CAG,-,7021994,1994,Equities,Bordeaux,France,Euro,Banks,Credit Agricole Gironde,Dead
CREDIT AGR.MIDI (3EME),F:CAGM,-,16051994,1994,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Midi (3EME),Dead
CREDIT AGRICOLE OISE,F:COI,-,23061992,1992,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Oise,Dead
CREDIT AGRICOLE SOMME,F:CASM,-,18091990,1990,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Somme,Dead
CREDIT DU NORD,929284,-,1011973,1973,Equities,Euronext.liffe Paris,France,French Franc,Banks,Credit du Nord,Dead
CREDIT GENERAL,B:CG@B,-,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Banks,Credit General,Dead
CREDIT LYONNAIS,F:CL,-,7071999,1999,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Lyonnais,Dead
CREDIT LYONNAIS SA,28034U,-,18112003,2003,Equities,Euronext.liffe Paris,France,Euro,Unclassified,Credit Lyonnais SA,Dead
CREDIT UNIVERSEL LIMITED DATA,997843,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Banks,Credit Universel Limited Data,Dead
CREDITEL,997852,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Creditel,Dead
CROATIA RECORDS,CR:CRR,CROR.ZA^I09,7052007,2007,Equities,Zagreb,Croatia,Croatian Kuna,Media,Croatia Records,Dead
CROMETAL,F:CRMT,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Crometal,Dead
CROQ 'O' PAIN,F:CROQ,-,26111997,1997,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Croq 'O' Pain,Dead
CRYSTALEX,143664,-,30031995,1995,Equities,Prague,Czech Republic,Czech Koruna,Unclassified,Crystalex,Dead
CS PLAVBA LABSKA,CZ:CSP,-,22061993,1993,Equities,Prague,Czech Republic,Czech Koruna,Industrial Transportation,CS Plavba Labska,Dead
CSC COMPUTER LIMITED DATA,504490,-,2061989,1989,Equities,Euronext.liffe Paris,France,French Franc,Electronic and Electrical Equipment,CSC Computer Limited Data,Dead
CST FRANCE,F:CSTF,-,3052000,2000,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,CST France,Dead
CTA HOLDING,F:CTA,MLCTA.EUA^L19,21111996,1996,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,CTA Holding,Dead
CUBIC FRANCE,539990,-,14081991,1991,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Cubic France,Dead
CYBER PRESS PBL,F:CYBP,-,22101998,1998,Equities,Euronext.liffe Paris,France,Euro,Media,Cyber Press Publishing,Dead
CYCLES PEUGEOT,936623,-,7111975,1975,Equities,Euronext.liffe Paris,France,French Franc,Industrial Engineering,Cycles Peugeot,Dead
CYCNOS LIMITED DATA,F:CFTI,-,19041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,Cycnos Limited Data,Dead
CYPRUS TOURISM DEV.,CP:CTD,-,18121992,1992,Equities,Cyprus,Cyprus,Cyprian Pound,Travel and Leisure,Cyprus Tourism Development,Dead
CYRANO,F:CYR,-,9061998,1998,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Cyrano,Dead
CZ STRAKONICE,CZ:CZS,-,20071993,1993,Equities,Prague,Czech Republic,Czech Koruna,Industrial Engineering,CZ Strakonice,Dead
D INTERACTIVE,F:GRPD,-,19011999,1999,Equities,Euronext.liffe Paris,France,Euro,Media,D Interactive,Dead
D/S 1912 B,DK:19B,-,1011973,1973,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,D/S 1912 B,Dead
D/S PROGRESS B,N:PROB,-,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,D/S Progress B,Dead
DAEWOO AVIA,CZ:AVI,-,31081993,1993,Equities,Prague,Czech Republic,Czech Koruna,Retailers,Daewoo Avia,Dead
DAFEX,944367,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Software and Computer Services,Dafex,Dead
DAHER GERANCE ARM,F:DAH,-,27091996,1996,Equities,Marseilles,France,French Franc,Unclassified,Daher Gerance Arm,Dead
DAI HOLDING,DK:DAI,-,29061995,1995,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Retailers,Dai Holding,Dead
DAKOVACKA,CR:DAK,-,24092002,2002,Equities,Zagreb,Croatia,Croatian Kuna,Unclassified,Dakovacka,Dead
DAKOVSTINA,CR:DAD,DKVS.ZA^B12,3102005,2005,Equities,Zagreb,Croatia,Croatian Kuna,Food Producers,Dakovstina,Dead
DALMACIJA CEMENT OTC,CR:DLM,-,10081999,1999,Equities,Zagreb,Croatia,Croatian Kuna,Construction and Materials,Dalmacija Cement Over the Counter,Dead
DAMGAARD,N:DAM,-,7101999,1999,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Support Services,Damgaard,Dead
DANCALL RADIO A,772422,-,17101988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Telecommunications Service Providers,Dancall Radio A,Dead
DANFOLD,54776R,DFOLD.CO^E10,17022009,2009,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Household Goods and Home Construction,Danfold,Dead
DANIEL HARLANT PARFUMEUR LIMITED DATA,F:DANI,-,12101994,1994,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",Daniel Harlant Parfumeur Limited Data,Dead
DANIEL HOUARD LIMITED DATA,772606,-,10081988,1988,Equities,Euronext.liffe Paris,France,French Franc,Personal Goods,Daniel Houard Limited Data,Dead
DANSKE INVEST EUROPA INDEKS BAEREDYGTIG,86848R,-,16022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Metals and Mining,Danske Invest Europa Indeks Baeredygtig,Dead
DANVENTURES,UK:DNV,DANV.CO^H12,9022007,2007,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Leisure Goods,Danventures,Dead
DAPHNIS,936758,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Retailers,Daphnis,Dead
DAPTA-MALLINJOUD,F:DAPT,-,10081988,1988,Equities,Lyon,France,Euro,Industrial Engineering,Dapta-Mallinjoud,Dead
DARBLAY,F:DARB,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Finance and Credit Services,Darblay,Dead
DARBO,866646,-,18061990,1990,Equities,Vienna Stock Exchange,Austria,Austrian Schilling,Food Producers,Darbo,Dead
DARTY,951668,-,20021978,1978,Equities,Euronext.liffe Paris,France,French Franc,Retailers,Darty,Dead
DASIKES VIOMIHANIE,CP:DAS,-,14031994,1994,Equities,Warsaw,Cyprus,Cyprian Pound,Unclassified,Dasikes Viomihanie,Dead
DATALOG,307089,-,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,Datalog,Dead
DE DIETRICH,F:DIE,-,13041976,1976,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,De Dietrich,Dead
DEBFLEX,F:MLDE,MLDEX.PA^A19,13072009,2009,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Debflex,Dead
DEEKRAAL GOLD (PAR) LIMITED DATA,309216,-,3021993,1993,Equities,Euronext.liffe Paris,France,French Franc,Precious Metals and Mining,Deekraal Gold (Paris-SBF) Limited Data,Dead
DEFI,B:DEF,BE0024825904.BR^G19,25082015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Media,Defi,Dead
DEFI GROUP VVPR,B:DG,-,2081994,1994,Equities,Euronext.liffe Brussels,Belgium,Euro,Unclassified,Defi Group VVPR,Dead
DEFICOM GROUP,B:DEFG,NSCEX0000091.BR^G19,3022015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Unclassified,Deficom Group,Dead
DEFONTAINE LIMITED DATA,772862,-,20031990,1990,Equities,Euronext.liffe Paris,France,French Franc,Pharmaceuticals and Biotechnology,Defontaine Limited Data,Dead
DEGREMONT,930632,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Industrial Engineering,Degremont,Dead
DELACHAUX,F:DEL,DELX.PA^K11,4011988,1988,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Delachaux,Dead
DELACHAUX PROMESSE (WI) WITHDRAWN,9307KG,-,15062018,2018,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Delachaux Promesse (WI) Withdrawn,Dead
DELEN,540016,-,10111989,1989,Equities,Euronext.liffe Brussels,Belgium,Belgian Franc,Unclassified,Delen,Dead
DELMON INDUSTRIE,F:DELM,-,17061997,1997,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Delmon Industrie,Dead
DETSKI SVIAT AD-JABLANICA,14371X,-,25051998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Investment Banking and Brokerage Services,Detski Sviat AD-Jablanica,Dead
DEV.REGL.SUD EST LIMITED DATA,F:DRSE,-,5071989,1989,Equities,Lyon,France,French Franc,Unclassified,Development Regional Süd Est Limited Data,Dead
DEVANLAY,F:DEV,-,4011988,1988,Equities,Euronext.liffe Paris,France,French Franc,Personal Goods,Devanlay,Dead
DEVEAUX,F:DEVE,-,31051988,1988,Equities,Euronext.liffe Paris,France,Euro,Personal Goods,Deveaux,Dead
DEVILLE,F:DEVI,-,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Deville,Dead
DEVIN,BL:DEV,DEVIN.BB^F10,5012009,2009,Equities,Sofia,Bulgaria,Bulgarian Lev,Beverages,Devin,Dead
DEVRED HENRI,F:DEVR,-,27091996,1996,Equities,Lille,France,French Franc,Unclassified,Devred Henri,Dead
DEXIA FRANCE,F:CLF,-,5121991,1991,Equities,Euronext.liffe Paris,France,Euro,Banks,Dexia France,Dead
DEXIA INVEST KORTE DANSKE OBLIGATIONER,86848F,-,16022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Food Producers,Dexia Invest Korte Danske Obligationer,Dead
DG FINANCE LIMITED DATA,F:DGCS,-,30121993,1993,Equities,Euronext.liffe Paris,France,French Franc,Unclassified,DG Finance Limited Data,Dead
DG HOLDING,N:DIES,-,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,DG Holding,Dead
DGK INVEST (SUSP - 10/02/93),307176,-,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Unclassified,DGK Invest (Suspended - 10/02/93),Dead
DI ERHVERV AKTIER HOEJT UDBYTTE,86855M,-,17022012,2012,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Di Erhverv Aktier Hoejt Udbytte,Dead
DI KLANA,CR:DIK,-,31082006,2006,Equities,Zagreb,Croatia,Croatian Kuna,Household Goods and Home Construction,Di Klana,Dead
DIALZO,F:DIAZ,MLDIA.PA^K09,25012001,2001,Equities,Euronext.liffe Paris,France,Euro,Food Producers,Dialzo,Dead
DICENTIA,DK:SDC,DICENT.CO^C09,20051998,1998,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Media,Dicentia,Dead
DICKSON SA LIMITED DATA,F:DCK,-,18091990,1990,Equities,Lille,France,French Franc,Personal Goods,Dickson SA Limited Data,Dead
DIFINTEL,F:DIFI,-,25092000,2000,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Difintel,Dead
DIGITAL DESIGN,756875,-,5111987,1987,Equities,Euronext.liffe Paris,France,French Franc,Electronic and Electrical Equipment,Digital Design,Dead
DILJ,CR:DIG,-,23012002,2002,Equities,Zagreb,Croatia,Croatian Kuna,Construction and Materials,Dilj,Dead
DIOSOS,F:RADD,-,11061998,1998,Equities,Euronext.liffe Paris,France,Euro,Beverages,Diosos,Dead
DISTRI-INVEST,B:DISI,DINV.BR^D10,15111990,1990,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,Distri-Invest,Dead
DISTRIBORG,F:DIG,-,29101987,1987,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",Distriborg,Dead
DIVB,F:DIVB,-,17091990,1990,Equities,Euronext.liffe Paris,France,Euro,Beverages,Divb,Dead
DMC,F:DMC,DOLP.PA^D09,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Personal Goods,DMC,Dead
DOCKS DES ALCOOLS LIMITED DATA,F:DOA,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Oil, Gas and Coal",Docks des Alcools Limited Data,Dead
DOCKS ENTR CAMBRAI,F:DCAM,-,13091996,1996,Equities,Lille,France,French Franc,Unclassified,Docks Entr Cambrai,Dead
DOCKS FCE CTR.,929360,-,25041989,1989,Equities,Euronext.liffe Paris,France,French Franc,"Personal Care, Drug and Grocery Stores",Docks FCE Centre,Dead
DOCKS LYONNAIS,F:DKLY,LYON.PA^C12,18091990,1990,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Docks Lyonnais,Dead
DOMA AS,CZ:DOM,-,22061993,1993,Equities,Prague,Czech Republic,Czech Koruna,Retailers,Doma AS,Dead
DOMANIAL,F:DOM,-,19011990,1990,Equities,Euronext.liffe Paris,France,French Franc,Investment Banking and Brokerage Services,Domanial,Dead
DOMATEAM AUD,259170,-,7062001,2001,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,Domateam Australian Dollar,Dead
DOMOSTROENE AD-RUSE,BL:DOM,-,22041998,1998,Equities,Sofia,Bulgaria,Bulgarian Lev,Construction and Materials,Domostroene AD-Ruse,Dead
DONJE SVETICE NEKRETNINE,CR:DSN,DSNE.ZA^I09,6052008,2008,Equities,Zagreb,Croatia,Croatian Kuna,Investment Banking and Brokerage Services,Donje Svetice Nekretnine,Dead
DRAGAGES TRA.PUB.,929252,-,18041989,1989,Equities,Euronext.liffe Paris,France,French Franc,Household Goods and Home Construction,Dragages Travaux Public,Dead
DRVNA INDJA VRBOVSKO,CR:DRV,-,23052007,2007,Equities,Zagreb,Croatia,Croatian Kuna,Industrial Materials,Drvna Indja Vrbovsko,Dead
